,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
10261,2,3,3,2,1,7,9,2,5,13,6,5,1,9,1,8,4
10262,2,4,4,3,3,7,7,3,5,10,6,8,3,8,3,8,3
10263,3,4,6,3,3,7,8,3,6,10,6,8,3,8,3,7,3
10264,6,8,9,7,9,6,7,4,4,6,5,8,8,9,5,8,5
10265,5,11,7,8,5,7,7,1,9,10,6,9,2,8,5,8,12
10266,3,5,4,4,3,7,7,5,10,6,6,8,2,8,7,8,0
10267,3,4,4,6,2,7,6,8,7,6,6,10,1,7,6,11,23
10268,5,10,6,7,2,4,8,8,2,7,4,11,4,8,2,11,11
10269,4,8,5,6,4,7,7,8,4,7,6,10,3,8,3,8,13
10270,4,11,4,8,3,3,7,6,10,7,6,14,0,8,8,7,12
10271,6,8,8,6,7,7,10,6,5,6,6,8,5,6,7,7,23
10272,6,6,7,9,4,8,10,8,6,5,9,9,3,8,6,10,14
10273,5,8,6,6,5,7,6,9,5,5,4,5,5,7,4,10,5
10274,4,5,5,4,3,4,8,5,7,10,9,9,3,9,2,6,20
10275,5,9,7,8,8,8,6,6,4,7,6,9,10,10,9,9,23
10276,4,9,5,6,3,10,6,3,6,10,4,8,2,9,5,10,2
10277,5,10,7,8,4,7,7,3,11,11,6,8,1,8,7,8,0
10278,5,10,7,9,8,5,6,4,4,7,6,11,5,11,8,10,22
10279,3,9,4,6,2,14,3,5,5,13,2,9,0,7,0,8,25
10280,6,10,9,7,6,11,6,2,5,9,3,6,9,8,2,9,7
10281,4,5,6,4,6,6,8,5,3,6,5,8,9,7,4,8,7
10282,1,0,1,0,0,2,1,6,4,0,3,4,0,8,0,8,15
10283,2,3,2,2,1,7,7,6,6,7,6,4,2,8,3,6,8
10284,4,9,4,6,3,7,10,3,11,8,6,7,0,8,7,7,0
10285,5,8,7,6,6,4,7,3,4,10,10,10,5,6,2,6,7
10286,3,4,3,5,1,1,12,5,4,11,10,7,0,8,3,6,4
10287,2,7,4,4,2,7,3,3,2,7,2,8,3,7,2,8,10
10288,3,3,3,5,1,7,5,13,5,7,14,8,3,9,0,8,20
10289,6,7,8,6,7,8,4,5,5,7,4,10,4,5,7,7,14
10290,3,6,4,4,2,4,14,8,1,11,6,3,0,10,4,8,1
10291,6,11,8,8,9,6,7,6,7,7,7,10,6,8,4,9,3
10292,2,1,3,2,2,7,7,5,5,7,6,6,2,8,5,9,24
10293,7,9,7,6,5,4,10,3,3,9,8,7,7,11,2,6,19
10294,4,7,5,5,4,6,7,7,9,8,8,10,3,8,6,8,12
10295,4,7,6,6,7,8,6,5,5,7,6,8,8,9,7,6,24
10296,4,10,5,8,5,5,6,6,4,8,7,12,4,8,6,7,23
10297,5,7,5,9,5,7,9,4,3,7,9,11,3,9,6,8,14
10298,3,3,4,2,1,5,10,2,7,11,10,4,1,11,2,5,17
10299,5,10,7,9,8,7,7,5,3,7,7,9,6,10,10,12,12
10300,3,9,5,7,3,4,11,3,6,11,10,5,1,10,2,5,4
10301,2,1,3,2,1,6,8,7,8,8,7,13,1,9,4,10,22
10302,5,13,5,7,4,11,2,4,2,11,4,11,5,3,4,10,10
10303,6,11,6,6,3,7,6,4,8,9,5,9,3,7,9,10,14
10304,1,3,1,2,0,7,7,2,6,7,6,8,0,8,2,8,18
10305,5,7,5,5,4,6,8,5,5,9,8,8,2,8,4,9,23
10306,7,10,6,5,3,7,3,4,4,7,2,7,3,6,5,8,2
10307,4,10,5,8,3,4,4,1,9,6,1,10,0,7,2,7,15
10308,6,11,9,8,7,2,9,2,7,10,12,12,5,6,4,4,11
10309,3,3,4,4,2,7,5,14,1,7,9,8,3,9,0,8,3
10310,5,8,8,6,5,3,8,2,6,10,11,11,3,7,3,5,11
10311,4,10,7,8,4,14,3,4,3,12,0,8,2,6,2,9,10
10312,3,7,3,5,2,3,7,6,10,7,6,14,0,8,7,7,12
10313,6,7,6,9,6,8,7,6,3,9,8,10,3,8,6,8,14
10314,3,5,5,4,3,6,7,1,7,10,7,10,3,8,2,8,11
10315,5,10,5,8,6,6,9,9,4,6,5,7,3,8,5,11,6
10316,6,11,8,8,4,5,8,5,2,7,8,8,9,9,0,8,19
10317,2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9,23
10318,2,7,2,5,1,13,4,5,4,13,2,9,0,7,0,8,25
10319,2,4,4,3,2,10,2,2,2,9,2,9,2,6,2,8,10
10320,1,0,1,0,0,5,7,5,7,7,6,11,0,8,6,10,12
10321,1,1,2,1,0,6,7,6,9,7,6,15,0,8,4,10,22
10322,5,7,6,6,5,4,8,3,6,7,6,10,3,9,7,8,22
10323,2,1,3,3,2,6,7,4,7,7,6,10,3,8,5,9,11
10324,4,9,5,7,2,7,7,9,8,7,5,8,3,8,4,8,13
10325,3,2,5,3,3,7,7,6,6,6,7,9,2,8,4,8,23
10326,6,11,6,6,4,9,5,4,6,10,5,8,3,9,8,10,14
10327,5,11,7,8,4,9,6,3,10,12,4,8,1,7,6,9,0
10328,4,10,5,8,3,8,7,2,6,14,5,9,1,7,1,7,25
10329,4,7,6,5,6,8,6,4,3,8,6,8,4,8,10,10,2
10330,2,5,3,4,2,10,6,2,5,12,4,8,1,6,1,6,25
10331,6,9,7,7,8,5,6,4,5,7,6,11,6,9,4,8,22
10332,3,2,4,3,3,7,8,4,6,6,5,7,3,5,5,8,6
10333,4,8,5,6,2,7,6,4,6,15,6,11,1,6,1,7,25
10334,6,11,6,8,3,4,11,3,4,9,11,7,2,10,1,8,9
10335,3,3,4,2,1,5,11,3,7,11,9,4,1,10,2,5,21
10336,6,10,8,7,9,8,8,5,6,6,7,9,8,7,9,5,21
10337,4,7,5,5,5,7,7,6,2,7,8,8,5,8,3,9,19
10338,4,9,5,6,4,7,7,3,8,11,7,9,3,8,5,8,12
10339,5,8,7,7,7,7,7,2,4,8,4,8,6,4,9,11,11
10340,5,10,6,7,5,7,9,6,4,6,6,6,6,9,2,7,5
10341,6,6,8,5,8,8,9,4,5,6,6,6,9,6,6,4,7
10342,3,7,5,5,5,8,5,4,1,7,7,8,5,9,3,7,9
10343,3,7,5,5,4,12,5,1,6,8,4,5,2,8,4,8,18
10344,3,2,5,4,3,8,7,3,9,6,6,8,3,8,6,8,16
10345,2,3,4,2,2,8,7,2,9,12,6,8,1,8,5,8,0
10346,3,5,5,4,3,8,8,3,5,10,5,6,3,7,5,9,24
10347,4,10,7,7,2,7,8,4,3,7,14,8,3,9,0,8,9
10348,4,7,6,5,5,9,9,5,4,6,5,7,3,9,9,4,0
10349,8,12,7,6,3,5,10,2,5,12,6,4,2,9,6,4,4
10350,6,7,6,9,7,8,5,6,3,9,5,11,5,7,7,5,14
10351,3,1,4,2,2,6,8,6,7,7,9,9,3,9,1,8,20
10352,4,6,5,4,2,11,5,2,7,14,3,8,0,8,0,8,25
10353,4,6,6,4,3,8,10,2,6,14,5,4,2,10,2,8,4
10354,4,10,5,8,5,8,8,8,5,6,8,9,3,8,3,7,13
10355,7,9,10,6,7,5,6,3,5,9,10,10,8,5,2,7,7
10356,3,4,4,3,3,5,11,2,2,8,9,9,6,11,0,8,19
10357,3,7,4,5,3,6,6,6,5,9,7,13,2,9,4,10,23
10358,4,8,5,6,3,5,7,6,8,7,6,12,1,8,4,9,22
10359,2,7,3,5,2,5,8,7,7,8,8,13,2,9,4,10,22
10360,2,3,3,2,1,8,12,2,2,5,10,9,2,11,0,8,9
10361,3,6,4,4,4,7,7,4,6,7,6,6,2,8,5,10,24
10362,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,18
10363,2,6,4,4,1,7,5,3,1,6,0,8,2,7,1,7,10
10364,4,11,6,8,6,9,7,4,5,10,4,5,3,8,3,8,8
10365,8,10,8,7,3,4,10,2,8,11,11,5,1,11,3,3,17
10366,4,2,6,3,3,7,11,2,2,6,9,8,7,11,0,8,19
10367,3,5,4,4,3,8,6,4,3,5,7,7,3,9,1,7,20
10368,2,4,4,3,2,8,8,3,5,9,4,7,2,6,3,10,6
10369,2,4,3,3,2,5,10,4,5,10,9,5,2,9,3,6,4
10370,6,10,9,8,5,4,9,7,9,9,11,10,3,9,1,7,20
10371,6,11,8,8,10,7,7,3,6,6,7,11,6,11,7,5,15
10372,8,15,6,8,5,8,6,5,5,11,5,10,3,8,7,11,12
10373,3,2,4,4,3,5,7,4,8,7,6,11,3,8,5,9,11
10374,6,10,6,8,6,2,11,2,2,10,9,7,6,11,2,6,19
10375,6,9,8,7,4,6,12,6,6,13,7,3,2,9,2,5,4
10376,5,9,5,6,2,7,4,14,6,7,14,8,3,9,0,8,20
10377,6,9,8,8,7,5,4,4,4,4,3,7,4,8,6,5,14
10378,9,8,7,12,5,8,6,6,6,4,11,7,5,9,3,8,17
10379,2,3,3,2,2,8,7,3,5,10,5,7,2,8,4,10,24
10380,3,9,4,6,3,6,5,0,8,8,3,11,0,8,2,8,15
10381,5,8,7,6,4,7,8,3,4,10,6,7,5,8,1,7,5
10382,4,4,5,7,2,7,7,8,8,6,6,11,1,8,5,11,23
10383,3,6,5,5,4,5,8,2,5,8,6,9,3,6,7,8,16
10384,2,4,4,2,2,9,6,4,6,11,4,6,2,8,3,8,8
10385,6,11,6,6,4,10,7,2,5,10,5,6,4,8,6,9,4
10386,2,0,2,1,0,7,7,6,2,7,6,8,3,8,3,8,16
10387,3,6,5,4,5,7,8,3,4,6,6,9,6,8,7,6,6
10388,5,7,6,5,3,4,9,1,8,10,10,6,1,10,3,4,17
10389,4,4,4,6,2,8,9,6,9,5,5,5,0,7,9,8,2
10390,7,8,10,6,7,12,6,3,5,9,2,5,9,6,2,8,7
10391,3,4,5,3,2,7,8,1,8,10,7,8,2,8,3,7,16
10392,1,0,2,0,0,8,8,3,0,7,8,8,4,10,0,8,19
10393,6,10,5,5,4,8,10,3,5,11,5,4,3,10,7,7,4
10394,6,10,7,8,7,8,7,9,4,7,6,8,3,8,3,7,13
10395,5,7,8,5,6,3,7,4,5,11,11,10,5,8,2,6,7
10396,5,8,6,6,3,6,8,4,8,11,6,7,2,8,5,6,2
10397,1,6,2,4,1,7,13,0,6,7,10,8,0,8,0,8,21
10398,4,8,5,6,4,7,7,5,7,5,6,9,0,9,8,8,2
10399,7,11,10,8,11,7,7,5,5,6,7,9,8,6,2,8,7
10400,2,3,2,1,1,6,9,6,3,8,7,8,4,9,1,7,5
10401,4,8,6,6,3,7,8,0,7,9,7,8,2,8,3,7,16
10402,6,11,7,8,5,9,7,3,6,10,4,7,2,9,5,9,2
10403,3,7,4,5,2,5,8,6,7,7,6,12,1,9,4,10,22
10404,5,8,5,6,3,4,13,4,6,12,10,4,1,11,1,5,21
10405,3,3,4,5,2,7,8,8,7,6,7,7,2,7,6,11,23
10406,4,7,6,5,6,9,6,4,5,7,5,6,7,11,6,5,5
10407,2,4,4,3,1,6,12,3,5,13,7,4,1,9,2,6,4
10408,5,5,7,8,3,8,5,8,9,7,4,8,3,8,4,8,13
10409,5,7,5,5,2,4,9,5,7,11,11,9,3,9,1,6,20
10410,6,11,7,8,4,6,7,11,11,6,5,6,3,8,4,8,8
10411,5,9,8,6,5,9,8,4,7,9,4,5,3,7,7,10,24
10412,4,9,4,6,3,6,7,9,7,7,6,7,2,8,9,10,24
10413,5,10,7,8,4,5,8,5,2,7,8,8,8,9,0,8,19
10414,2,3,2,2,1,7,7,5,7,7,5,8,2,8,5,10,12
10415,4,9,5,6,2,4,12,9,2,10,6,4,1,10,4,8,1
10416,3,6,4,4,1,7,7,3,13,9,6,8,0,8,8,8,0
10417,4,4,5,3,2,5,8,5,8,10,9,9,3,9,2,6,20
10418,4,10,6,7,4,9,3,2,7,8,2,9,3,4,4,9,15
10419,5,10,5,8,4,7,7,12,2,7,9,8,8,6,0,8,7
10420,6,11,9,8,9,7,7,6,7,7,6,8,6,8,4,8,3
10421,2,3,3,1,1,4,8,5,6,11,10,8,3,10,1,6,20
10422,4,8,5,6,6,8,7,4,2,6,6,8,7,8,7,11,23
10423,5,7,7,5,3,7,11,3,6,14,5,2,0,10,3,8,1
10424,3,7,5,5,3,11,3,2,2,8,2,9,3,4,2,8,10
10425,4,7,6,5,5,6,7,3,3,8,8,8,6,9,5,4,5
10426,6,9,7,4,4,7,8,3,5,10,6,8,6,9,5,8,3
10427,4,9,6,8,5,8,7,4,5,7,6,8,3,8,8,11,15
10428,4,6,5,4,3,8,7,12,1,6,9,8,8,6,0,8,7
10429,1,3,2,1,1,7,8,4,4,7,5,6,2,7,3,8,6
10430,3,6,5,4,3,6,4,1,8,8,2,11,0,7,2,8,15
10431,3,8,4,6,2,8,7,5,8,5,6,6,0,8,8,8,2
10432,2,3,3,2,1,8,7,6,4,9,6,8,2,8,2,8,13
10433,9,14,8,8,4,8,8,3,7,9,7,7,6,10,4,7,11
10434,4,7,6,5,3,7,8,5,1,7,8,8,8,9,0,8,19
10435,7,11,10,8,7,4,9,4,6,10,9,9,3,8,4,7,3
10436,7,10,9,8,6,7,10,4,4,12,5,3,1,10,3,8,1
10437,5,5,7,8,8,9,8,3,3,5,8,7,6,11,7,5,1
10438,5,11,7,8,8,7,8,6,4,6,4,6,5,7,7,7,24
10439,5,5,5,7,4,8,7,12,2,7,9,8,8,6,0,8,7
10440,4,11,7,8,3,7,12,3,4,6,12,9,3,10,1,8,9
10441,1,0,2,0,0,7,3,2,0,7,2,8,2,6,1,8,10
10442,3,7,3,5,2,5,7,10,8,7,6,5,3,8,4,8,8
10443,4,4,6,7,3,8,8,8,8,6,7,8,2,7,6,10,23
10444,4,9,6,6,8,9,7,4,3,6,7,7,6,10,7,6,24
10445,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8,15
10446,1,0,2,1,0,8,7,7,3,6,6,9,2,8,3,8,14
10447,3,8,4,6,4,5,5,3,8,3,2,7,1,6,2,5,15
10448,6,9,8,7,4,5,11,1,6,13,7,4,1,10,2,7,4
10449,1,4,2,3,2,8,7,5,8,6,6,7,2,8,7,8,0
10450,6,10,6,6,5,10,6,3,5,9,5,8,6,8,7,9,24
10451,6,9,5,5,2,8,3,4,4,7,2,7,3,6,5,8,2
10452,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8,20
10453,11,14,9,8,4,4,3,5,5,4,7,7,6,6,2,6,20
10454,3,4,4,3,2,7,7,6,4,9,6,8,2,8,3,7,13
10455,4,8,5,6,3,6,6,7,7,10,7,11,2,11,4,9,23
10456,2,1,2,1,1,8,7,6,4,6,6,8,2,8,3,8,14
10457,3,7,5,5,5,5,7,4,7,6,5,10,3,8,4,9,11
10458,9,13,7,7,4,7,8,7,4,8,9,6,7,13,3,9,9
10459,6,8,7,6,4,6,9,4,8,11,7,6,2,8,5,5,2
10460,2,5,4,3,2,7,10,3,4,12,5,3,1,10,2,8,1
10461,3,7,4,5,3,7,6,3,5,6,6,9,2,9,8,8,16
10462,2,3,3,2,2,7,7,6,6,6,6,4,2,8,3,7,8
10463,5,8,7,6,8,6,7,3,2,8,6,6,3,8,11,1,2
10464,1,3,2,1,1,6,5,1,7,8,3,10,0,7,2,8,15
10465,1,5,3,4,1,7,7,0,8,13,6,8,0,8,1,7,18
10466,5,11,5,6,2,5,11,2,7,12,8,5,2,9,3,4,21
10467,5,9,7,7,5,9,7,4,6,10,5,6,2,8,6,10,24
10468,2,4,2,3,1,6,10,4,5,10,9,5,1,9,3,7,4
10469,7,9,6,4,2,7,10,4,5,4,5,10,5,9,2,7,5
10470,4,2,5,4,3,7,7,7,7,6,6,5,2,8,3,7,8
10471,2,5,4,3,2,7,9,4,4,12,5,3,1,10,2,8,1
10472,2,7,3,4,1,4,11,8,3,10,6,4,1,10,3,8,1
10473,4,5,5,3,2,6,11,2,8,11,9,5,4,10,4,4,21
10474,5,11,5,8,2,4,7,9,2,7,4,11,4,8,2,11,11
10475,4,11,5,8,3,7,7,15,1,7,6,8,3,8,0,8,3
10476,4,4,5,6,2,6,6,7,10,9,6,14,1,9,4,8,22
10477,2,1,3,2,2,7,7,6,6,7,6,9,3,9,3,8,3
10478,3,5,5,4,5,8,8,4,4,8,4,7,6,7,5,4,6
10479,4,10,6,8,6,5,7,4,7,6,6,11,3,8,6,9,11
10480,3,11,6,8,7,11,6,1,6,8,4,5,3,8,5,9,18
10481,3,2,5,4,2,6,12,3,4,8,12,8,3,10,1,8,9
10482,5,8,7,6,4,7,7,3,8,12,7,9,3,8,5,8,12
10483,3,4,5,6,1,7,15,1,6,7,11,8,0,8,0,8,21
10484,8,15,8,8,6,7,7,2,9,12,7,8,6,5,8,5,0
10485,7,11,8,8,6,5,8,1,7,8,9,5,5,12,6,3,17
10486,3,7,4,5,2,8,6,3,6,15,5,9,0,7,0,7,25
10487,5,11,7,8,5,8,9,5,6,8,5,8,3,7,6,11,6
10488,5,10,5,8,4,5,6,6,5,9,8,12,2,9,4,10,23
10489,4,10,5,7,3,9,7,2,6,14,4,8,0,7,1,7,25
10490,8,12,5,6,3,8,6,5,7,11,6,9,2,10,8,9,12
10491,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,18
10492,4,9,4,4,2,6,8,3,4,10,7,5,3,10,4,3,17
10493,5,10,6,8,4,7,7,8,5,10,6,8,3,8,3,8,13
10494,7,13,8,7,4,4,9,4,4,13,11,10,5,9,0,8,5
10495,4,6,5,4,3,6,9,3,7,10,7,7,2,7,4,5,2
10496,2,1,2,2,1,7,7,5,9,6,6,8,1,8,6,8,0
10497,2,1,2,3,1,4,4,5,7,2,2,5,1,7,1,6,15
10498,5,10,4,5,3,7,8,4,3,10,5,9,4,9,7,10,12
10499,2,4,4,3,1,7,12,2,3,6,11,9,2,10,1,8,9
10500,9,11,10,8,4,4,8,6,10,13,11,9,3,9,1,7,20
10501,4,8,6,6,4,8,8,4,7,10,5,6,2,8,6,10,24
10502,4,7,6,5,4,8,7,6,7,7,6,5,6,8,3,7,3
10503,2,6,4,4,2,9,5,4,5,14,4,10,0,7,0,8,25
10504,3,7,4,5,2,3,7,6,11,7,6,15,0,8,7,7,12
10505,5,11,7,8,9,8,5,5,2,8,7,8,6,8,5,8,9
10506,2,1,4,2,1,7,12,3,3,7,11,8,2,10,1,8,9
10507,4,2,5,4,3,9,12,3,7,5,11,9,2,11,1,8,21
10508,5,9,7,7,8,6,7,3,6,7,7,11,4,10,8,7,12
10509,5,7,7,5,3,7,7,1,8,10,5,8,3,8,3,7,16
10510,4,9,5,6,4,7,8,7,7,8,4,7,2,7,9,8,2
10511,4,8,5,6,5,8,8,3,7,7,6,7,1,9,10,8,0
10512,2,9,3,6,1,7,14,0,6,7,11,8,0,8,0,8,21
10513,6,10,8,8,8,6,7,4,7,6,6,10,3,8,6,10,11
10514,5,11,6,8,5,6,8,9,8,7,5,7,2,8,9,10,24
10515,4,9,5,11,7,8,6,8,4,5,6,7,4,8,6,10,14
10516,3,6,5,4,2,10,10,2,6,3,11,8,1,11,2,9,17
10517,6,11,6,8,3,4,8,8,2,7,4,11,4,8,2,11,11
10518,3,5,4,4,2,5,12,3,6,11,10,5,1,11,1,5,21
10519,1,4,3,3,1,8,6,3,4,14,6,11,1,7,0,7,25
10520,4,7,6,5,3,5,9,1,7,8,12,9,1,11,2,7,17
10521,9,10,8,8,4,3,10,4,7,13,12,6,2,11,3,6,17
10522,6,10,5,5,3,7,5,4,5,3,8,6,5,7,2,7,20
10523,3,9,4,7,2,7,7,0,8,14,6,8,0,8,1,8,18
10524,2,6,3,4,2,1,11,3,4,11,10,8,0,8,2,7,4
10525,2,4,4,3,2,5,10,3,3,10,8,8,5,8,1,7,5
10526,3,9,4,6,1,1,13,5,4,12,10,6,0,8,2,6,4
10527,6,11,6,6,3,6,8,5,3,13,9,8,3,10,3,8,2
10528,3,6,3,4,2,8,6,11,1,6,9,8,7,6,0,8,7
10529,1,2,2,3,2,8,7,6,2,6,6,9,2,9,3,10,14
10530,1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8,18
10531,8,13,7,7,4,6,10,3,7,12,7,6,3,9,5,4,21
10532,5,9,6,6,6,7,9,4,6,8,7,4,5,10,4,7,1
10533,5,9,7,6,7,8,8,6,7,7,6,9,6,8,4,7,3
10534,2,7,4,5,1,9,14,1,6,5,11,9,0,8,0,8,21
10535,4,7,4,5,3,7,6,6,6,10,6,12,2,10,4,9,23
10536,1,1,2,1,2,7,7,4,5,7,6,6,1,8,4,9,24
10537,3,11,6,8,4,11,4,2,3,9,2,9,3,7,3,8,10
10538,8,11,12,8,10,10,6,3,7,10,3,7,5,7,5,10,3
10539,9,12,8,6,3,4,12,3,8,13,8,4,2,8,4,3,21
10540,5,6,7,4,5,10,6,2,4,9,4,7,7,6,2,8,7
10541,4,10,5,7,4,7,7,8,5,6,4,7,3,9,4,9,13
10542,4,6,5,6,6,8,8,5,4,7,7,8,5,11,9,10,2
10543,5,8,7,7,7,7,8,6,3,7,7,9,7,10,8,8,23
10544,3,4,5,7,2,8,7,9,7,5,6,10,2,7,5,10,23
10545,2,3,4,2,2,8,8,3,5,10,4,7,2,7,3,9,6
10546,1,2,2,4,1,11,6,1,6,11,3,7,0,7,1,7,25
10547,4,9,6,7,1,7,8,4,3,7,14,8,3,9,0,8,9
10548,4,9,6,8,6,7,6,5,4,7,7,8,3,8,8,10,15
10549,4,11,5,8,4,7,6,12,4,7,12,8,3,9,0,8,20
10550,6,9,8,7,7,7,9,5,5,8,6,7,6,10,8,11,4
10551,1,3,2,2,1,7,7,1,7,13,6,8,0,8,1,8,18
10552,6,10,9,7,4,8,6,1,9,10,4,8,3,8,4,8,16
10553,4,7,6,5,4,8,7,6,7,10,5,5,3,8,3,8,8
10554,5,10,5,5,2,6,9,2,7,12,7,5,2,10,3,5,21
10555,4,10,6,8,4,6,10,3,6,13,7,5,2,10,2,7,4
10556,3,8,5,6,4,8,7,7,5,6,6,9,2,7,5,11,23
10557,3,6,5,4,6,6,9,3,3,8,7,6,3,8,9,1,2
10558,4,5,5,3,4,8,6,6,4,6,7,7,8,6,3,6,7
10559,7,13,8,7,5,7,8,2,6,10,4,8,5,5,4,7,11
10560,2,3,3,2,2,7,7,6,5,7,6,8,3,8,2,7,3
10561,4,7,5,5,4,11,7,2,5,11,3,7,3,7,3,11,6
10562,2,9,4,6,1,5,14,1,6,9,11,7,0,8,0,8,21
10563,4,5,5,4,4,5,7,4,7,6,6,11,3,8,5,9,11
10564,3,5,5,4,3,6,6,6,6,6,6,9,2,8,4,8,23
10565,4,7,6,5,5,6,6,4,6,6,5,8,7,7,7,9,11
10566,2,4,3,5,3,8,7,6,2,8,7,9,2,9,4,8,14
10567,3,5,5,4,3,5,7,1,7,10,8,11,3,8,3,8,11
10568,5,9,8,7,4,10,6,3,5,10,2,5,6,9,1,7,5
10569,4,8,5,6,3,5,7,10,10,6,5,6,3,8,4,8,8
10570,1,0,2,1,0,6,7,6,8,7,6,14,0,8,4,10,22
10571,5,11,8,8,5,12,2,3,3,10,1,9,3,7,4,8,10
10572,3,11,4,8,2,6,8,0,8,13,7,8,0,8,1,7,18
10573,4,11,6,8,5,5,6,5,8,6,7,12,3,8,6,10,11
10574,3,8,4,6,2,3,6,6,11,7,7,15,0,8,7,7,12
10575,2,2,2,3,2,7,8,4,2,8,8,9,2,9,4,8,14
10576,4,7,6,5,4,9,8,2,6,13,5,6,1,10,3,9,1
10577,3,7,5,5,3,7,3,2,2,5,2,8,2,6,2,6,10
10578,4,9,5,7,3,4,4,5,10,2,0,6,0,6,2,5,15
10579,4,6,5,4,4,9,9,5,4,6,5,7,3,8,8,4,0
10580,4,5,5,4,2,4,9,5,8,12,10,12,1,8,2,7,22
10581,9,14,8,8,4,7,6,4,5,4,8,5,7,5,3,6,20
10582,4,5,5,3,2,7,12,3,7,7,11,8,2,11,1,8,21
10583,5,11,6,8,7,6,7,5,8,7,6,10,3,8,6,9,12
10584,1,0,1,0,0,7,7,2,9,8,6,8,0,8,5,8,0
10585,2,5,3,4,2,5,8,7,8,8,8,14,1,9,4,10,22
10586,2,7,4,5,2,12,2,4,3,11,2,9,2,6,3,9,10
10587,1,0,1,0,0,8,7,2,9,8,6,8,0,8,5,8,0
10588,10,13,12,8,6,10,2,2,2,9,3,9,7,2,1,9,7
10589,7,11,9,8,8,7,8,7,6,8,7,6,7,7,3,7,8
10590,3,5,6,4,3,11,1,2,2,9,2,9,3,7,3,9,10
10591,5,8,6,6,3,7,5,2,7,7,7,9,1,10,4,8,18
10592,4,10,6,8,6,7,7,6,6,7,6,7,3,7,5,9,6
10593,5,8,8,6,5,5,9,4,6,10,10,9,4,9,4,6,3
10594,6,9,6,7,3,4,11,3,4,9,11,7,2,10,1,8,9
10595,3,8,5,6,2,7,8,8,7,7,7,8,3,8,4,8,13
10596,3,7,4,5,2,5,11,3,3,9,11,8,2,11,1,8,9
10597,3,6,4,4,4,6,8,8,4,7,6,8,2,7,5,11,6
10598,9,8,7,12,5,8,5,5,5,5,12,6,5,10,4,7,17
10599,3,7,4,6,2,7,5,9,6,5,5,7,3,8,4,8,14
10600,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,18
10601,5,11,6,8,4,3,8,6,6,12,10,13,2,9,3,7,22
10602,7,11,8,8,6,8,6,8,6,10,4,8,4,9,5,6,13
10603,4,8,6,6,4,8,8,2,5,13,5,5,1,10,3,9,1
10604,5,6,7,5,5,8,8,3,5,7,8,8,5,9,4,6,10
10605,4,8,4,6,2,3,11,3,3,10,11,7,2,10,1,7,9
10606,2,4,3,3,1,3,11,3,5,12,10,6,1,10,1,6,17
10607,3,5,5,7,7,8,10,4,0,8,7,6,7,10,4,7,1
10608,1,0,2,0,0,7,7,6,4,7,6,8,2,8,3,8,13
10609,5,7,7,6,6,5,8,3,5,7,8,11,7,9,3,8,10
10610,1,0,2,1,0,8,7,6,3,6,6,9,2,8,3,8,14
10611,1,1,3,1,1,8,11,1,6,6,11,8,1,11,1,8,17
10612,3,2,5,3,3,8,7,6,6,7,6,7,3,8,3,7,3
10613,6,9,9,7,6,10,6,3,7,11,3,7,6,8,7,11,24
10614,2,1,4,2,1,7,12,2,2,6,11,9,4,11,2,7,9
10615,4,10,5,7,5,8,9,8,6,7,4,6,2,6,9,8,2
10616,2,2,3,3,2,8,8,6,2,5,6,9,2,9,5,10,14
10617,3,4,4,3,2,6,10,2,8,11,9,5,1,10,3,4,21
10618,3,6,5,4,1,6,6,6,10,7,5,13,1,9,4,9,22
10619,3,6,3,4,3,6,8,9,6,7,6,7,2,8,8,10,24
10620,4,8,6,7,6,7,7,5,6,7,4,8,4,6,7,4,8
10621,1,4,1,3,1,7,7,1,7,7,6,9,0,8,2,8,18
10622,2,1,4,2,1,8,11,1,7,5,11,9,1,11,2,8,17
10623,1,3,2,1,1,6,4,0,6,8,3,10,0,7,1,8,15
10624,4,10,5,7,3,5,10,9,4,7,4,8,3,7,6,11,6
10625,3,3,4,2,1,4,12,3,3,10,11,7,2,11,1,7,9
10626,6,10,5,5,3,12,5,4,1,8,3,9,5,6,4,10,10
10627,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,5
10628,7,10,7,8,5,1,10,2,3,11,11,9,7,10,1,7,19
10629,5,11,5,8,4,1,13,5,4,12,10,6,0,8,2,6,4
10630,3,3,3,2,2,5,10,4,4,10,8,4,1,10,3,7,1
10631,6,8,7,6,4,7,10,1,8,11,9,5,2,10,4,4,21
10632,4,10,5,8,3,5,9,9,4,7,6,8,3,8,6,11,6
10633,4,10,5,8,7,8,8,3,5,5,7,9,5,11,9,10,15
10634,2,6,3,4,2,5,8,6,6,6,7,14,1,8,3,10,22
10635,2,4,4,3,2,7,7,2,6,10,5,9,4,7,2,8,11
10636,2,4,3,3,1,4,11,2,7,11,10,5,1,11,2,5,17
