@relation wisconsin-weka.filters.unsupervised.attribute.RandomProjection-N10-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {M,B}

@data
861.84425,-789.346349,-152.326715,-969.46544,931.912322,317.496137,-11.534766,345.327439,48.632003,62.49103,B
1269.566707,-1371.963923,-175.558384,-1445.141076,1527.648913,264.902447,-3.473801,568.819619,25.68025,32.550687,B
889.151763,-763.07122,-128.38523,-944.156272,944.587418,312.756414,-11.28561,294.946723,51.880343,72.433656,B
685.745796,-594.605627,-104.925161,-655.720307,743.099522,199.205347,-2.429478,262.094396,26.899115,34.579177,B
946.114065,-872.276671,-130.081415,-936.863661,1035.16666,224.563055,-2.531167,326.719879,26.976466,34.630047,B
1164.615548,-1227.132442,-166.049338,-1335.251881,1394.40517,296.616663,-5.925883,546.214537,35.592761,49.126335,B
1112.280351,-1053.247897,-140.46868,-1125.313361,1229.492348,244.972149,-3.160951,373.448826,28.794777,39.034346,B
759.721703,-642.797352,-114.852393,-721.572787,797.969459,216.280488,-4.368925,238.147702,25.000886,40.162484,B
1493.80346,-1397.139896,-207.158819,-1512.301439,1573.102497,321.439081,-6.236717,419.938351,33.416075,41.969952,M
858.465937,-763.087603,-115.241671,-857.664914,941.587262,243.299672,-4.565218,296.348264,31.173677,50.483721,B
1129.588492,-1238.542504,-156.676969,-1344.446461,1402.460184,282.01524,-4.935167,562.40367,33.121116,47.572596,B
1007.930387,-960.500122,-141.636342,-1027.198205,1124.619912,229.604346,-2.542668,354.580297,24.334051,32.982164,B
1057.024102,-995.652275,-146.736251,-1092.884532,1164.774891,259.108242,-4.123043,355.572676,30.279163,42.579729,B
1358.749778,-1277.238712,-177.350052,-1329.666733,1447.616767,246.287284,-2.088576,375.42804,19.085156,25.459373,B
895.80632,-825.077719,-158.722243,-925.880552,955.867901,260.879085,-9.950303,341.215481,28.212146,38.757817,B
1229.419605,-1231.261771,-153.463304,-1322.818999,1416.98726,271.073129,-3.969133,454.529432,28.987557,46.028625,B
2134.19173,-2738.50474,-285.72719,-2904.005976,2899.725746,424.533135,-8.124011,1238.523299,32.06343,55.530262,M
794.146196,-783.404254,-140.640066,-883.501835,913.726256,243.959668,-6.175004,364.324538,27.767528,39.570298,B
1585.882364,-1646.488064,-178.926408,-1734.214577,1846.764503,306.277725,-3.983578,601.952469,35.293024,47.587057,M
894.019814,-887.155613,-110.982836,-992.049029,1075.253416,260.957635,-4.524948,415.09261,38.912446,57.698535,B
1791.362151,-1864.804618,-254.120789,-1993.385954,1999.157244,341.593271,-7.078008,588.028859,22.732677,33.843819,B
1850.656745,-2219.546699,-314.191072,-2422.569154,2312.12557,441.350535,-11.18716,963.80802,35.448585,47.687192,M
875.55364,-758.586732,-150.352558,-851.138548,883.869935,229.729365,-6.143037,236.078958,22.193122,31.104362,B
1009.07451,-926.647551,-140.987429,-1044.190728,1097.456674,275.654109,-6.379438,341.040094,35.621866,52.096541,B
1252.982857,-1139.509381,-154.723856,-1254.767952,1337.571248,288.704048,-5.350703,343.510864,34.781226,52.354189,B
916.880996,-915.987201,-136.468595,-998.340014,1075.116464,244.992836,-3.39863,414.767002,31.388069,39.704885,B
905.52406,-869.930442,-117.679637,-944.020594,1046.164237,232.147733,-3.199254,369.141856,29.989206,43.794645,B
1954.237194,-2521.711434,-335.094258,-2722.63288,2596.113919,446.055183,-9.580198,1164.75432,30.021463,41.665532,M
2401.345499,-2755.952232,-314.575397,-2940.281376,2921.554904,458.898911,-8.675791,1027.64277,36.227679,55.663617,M
1267.093806,-1277.495157,-195.459578,-1387.903028,1425.44397,295.782316,-4.976927,473.436862,28.806014,36.92375,B
1121.002058,-1146.899379,-169.814661,-1297.260052,1320.176469,327.116709,-7.151413,501.418438,42.315733,60.026334,M
883.688009,-777.545026,-135.415941,-869.759269,934.107108,238.152413,-4.36191,272.518345,28.04748,39.181826,B
3085.901237,-4515.35659,-532.084034,-4814.908376,4476.652698,651.357313,-17.403144,2262.823696,34.266287,43.004617,M
478.845399,-384.574567,-112.341474,-463.028271,489.477766,191.974813,-6.318954,202.487166,22.107723,30.248651,B
519.70517,-424.685729,-110.075674,-505.29624,546.212961,195.784771,-4.652219,208.088151,22.531937,33.651218,B
851.081789,-712.608971,-117.409697,-803.506247,887.027396,236.095073,-2.623035,248.151525,34.207647,43.40123,B
691.066275,-551.859857,-108.648118,-634.167436,703.420907,210.341722,-3.61815,202.863091,29.496046,37.835541,B
1484.274947,-1395.677311,-186.170416,-1482.288191,1569.952451,275.169197,-2.533401,374.378573,26.843982,31.760072,B
1357.551545,-1330.250025,-172.730152,-1475.565246,1545.320644,340.660792,-7.528497,490.780632,41.094915,66.581214,M
791.519679,-657.795602,-124.013851,-730.141754,803.804614,210.782702,-2.910313,218.544611,25.39254,31.800259,B
1240.921912,-1122.158238,-169.142642,-1205.047264,1280.831273,255.798582,-3.841793,308.871875,25.264109,31.739679,B
1066.15634,-1257.51883,-159.950302,-1365.24898,1420.383438,298.84434,-6.351829,678.600619,35.168062,53.36363,M
1213.978805,-1300.090062,-197.148432,-1397.456172,1424.334093,281.179393,-5.194334,533.388545,23.375269,31.167154,B
1303.417111,-1456.945463,-185.987356,-1583.039529,1620.945649,316.825163,-6.227745,640.411601,32.68344,50.849099,M
740.132053,-662.417034,-117.373272,-758.855735,812.456952,229.708146,-4.146131,280.916609,32.043823,41.882085,B
1927.174281,-2331.369373,-279.731627,-2497.667934,2470.080497,406.996589,-6.790211,999.953253,35.245762,47.337562,M
2224.710784,-2581.178305,-284.996438,-2717.767073,2742.603762,408.300321,-7.212675,1017.142541,34.682672,45.451041,M
931.713535,-979.422841,-162.996217,-1093.968377,1118.948573,279.616203,-6.94516,475.550484,31.596071,44.255053,B
924.15987,-900.047333,-154.331772,-1002.192676,1038.995447,259.113015,-5.75583,378.962948,28.783132,39.571507,B
498.428502,-430.391068,-106.534808,-511.105451,539.410401,192.894636,-5.803323,229.845636,24.061321,33.065179,B
3334.825136,-4243.670161,-480.729628,-4511.222424,4314.942874,613.114255,-13.06744,1733.202414,37.182212,48.564576,M
734.438559,-584.666671,-93.785026,-676.113006,761.933437,219.797093,-3.488617,203.842635,34.28928,47.87483,B
1062.215665,-1016.674009,-154.685214,-1126.512354,1183.388173,276.304331,-5.685526,386.808376,32.297829,46.761061,B
570.63363,-502.019489,-95.392179,-581.491091,642.100279,202.524234,-5.111905,260.305101,27.227286,42.067771,B
436.141513,-350.624752,-74.986161,-404.887354,477.753064,161.703103,-2.641949,194.661657,22.575793,33.350193,B
1036.577745,-1051.727546,-135.521319,-1132.606915,1232.437342,255.37783,-3.146773,457.813106,32.436997,44.907186,B
869.716906,-808.357022,-118.800085,-865.136152,970.739116,206.892554,-1.970966,306.220625,21.197184,34.548364,B
1077.220508,-945.410319,-206.488567,-1078.799549,1047.557527,283.495425,-11.251523,261.664276,22.430716,31.316362,B
830.62613,-790.485216,-139.338586,-860.182006,920.677884,217.555915,-3.565115,327.881306,23.069022,28.358,B
802.48919,-774.698768,-135.482313,-894.546968,922.471571,263.480487,-8.39939,359.051708,30.286831,51.913708,B
797.152984,-773.048444,-106.724866,-866.831706,950.543199,241.454288,-3.494568,368.405492,34.534474,51.671608,B
1074.2812,-1152.712566,-146.688841,-1223.989079,1314.284263,245.175524,-3.010446,512.149462,28.197349,36.038904,B
2346.499919,-2568.127167,-358.841211,-2805.972749,2672.181676,490.132135,-11.642949,850.434747,35.617009,50.417508,M
692.043879,-535.327638,-94.019857,-625.057956,711.299435,216.623212,-4.223017,189.658697,30.332903,48.740064,B
2374.348733,-2850.705904,-345.509218,-3052.03213,2973.820022,471.073237,-9.365978,1136.530032,35.727861,46.206581,M
1172.083649,-1037.462587,-134.953206,-1157.069499,1257.738116,293.044308,-5.973705,331.035457,38.559902,62.835507,M
781.994093,-654.436927,-112.449848,-779.875292,837.122395,266.712113,-6.538838,276.485452,42.306484,59.237489,B
380.883377,-291.713119,-62.169518,-413.906931,429.612028,213.960236,-6.795164,209.303739,44.192306,56.370252,B
362.981471,-246.839253,-48.467129,-361.02072,403.575736,203.526639,-4.387787,175.405322,43.770327,57.919069,B
748.598421,-627.530127,-130.960916,-722.453582,766.070241,224.647804,-5.391129,222.36238,24.806778,37.210843,B
1235.02615,-1179.454268,-150.649692,-1292.467765,1382.197987,304.30385,-5.715993,449.09585,43.210563,57.128963,B
1249.005566,-1210.204015,-155.170847,-1341.960897,1406.842801,311.513079,-6.006787,447.365064,43.86824,58.581085,B
1016.613608,-877.3171,-113.272468,-1014.343161,1095.90269,290.956991,-5.232993,302.373774,48.512746,67.338418,B
1087.583454,-993.507083,-152.320116,-1101.281035,1165.200875,274.313912,-4.9718,344.426721,35.733388,44.752405,B
1073.958398,-1061.529982,-154.265919,-1194.313364,1229.636503,295.798379,-5.671237,429.941222,40.167079,52.902021,B
618.327485,-515.161358,-97.664617,-597.541407,659.679653,201.63776,-3.91828,217.797976,28.184684,39.593346,B
610.902755,-465.841491,-88.472341,-539.679648,623.32918,193.700611,-3.081959,177.270291,28.626245,40.150358,B
557.623071,-479.477478,-92.626578,-581.395511,620.581134,215.212483,-5.762377,244.726049,33.369682,46.895561,B
710.228473,-700.244101,-121.215186,-837.970748,843.858138,272.916972,-9.336395,381.80171,41.998624,58.069297,B
687.580592,-551.428966,-111.123132,-664.097362,697.120364,234.571641,-5.874441,212.198845,37.219711,45.368717,B
722.75799,-582.129731,-105.421532,-696.099745,749.352244,242.6338,-5.756904,225.516652,38.816471,51.765517,B
963.871552,-825.397241,-110.746515,-965.048472,1032.876326,286.762809,-4.782279,291.541096,50.850907,64.934169,B
515.284111,-364.580755,-89.361282,-478.62581,503.61958,214.623231,-6.735028,158.454988,37.871395,46.810284,B
973.67903,-825.545625,-109.878012,-961.177707,1037.126978,284.119726,-4.654869,283.069514,49.777997,64.466772,B
627.817894,-442.200837,-78.051475,-577.148098,632.788845,247.190064,-5.967192,170.522377,47.546942,64.470101,B
594.808366,-447.135678,-101.297225,-552.72807,590.392603,214.793796,-6.250964,173.496048,33.86688,43.32878,B
542.060438,-407.114465,-92.946159,-566.832177,556.793696,260.656326,-11.274629,206.358092,48.266003,64.556946,B
1217.369451,-1055.261522,-153.239627,-1164.650722,1252.113628,287.454339,-5.107264,307.771278,39.068848,49.250879,B
772.515237,-623.746348,-93.797462,-756.977234,830.287012,264.397642,-7.788149,241.968849,41.043092,69.522406,B
1123.623967,-1006.863419,-152.001332,-1155.700551,1197.637685,314.500538,-7.125103,346.962686,46.988408,60.116061,B
744.055754,-566.786671,-95.14417,-731.484024,763.835705,279.119988,-10.13267,207.323832,50.798054,73.153055,B
1366.799345,-1330.89405,-143.857489,-1457.550139,1582.612097,345.630167,-4.838293,545.092532,52.357731,76.700865,M
2465.843087,-2852.590905,-400.960409,-3104.484897,2936.712167,548.028999,-16.112281,1119.044702,42.821336,53.094616,M
2672.009562,-3219.549726,-473.206829,-3550.871506,3223.147125,605.466973,-14.953384,1228.206026,38.11842,48.222477,M
2305.857035,-2702.348064,-331.337977,-2962.142589,2841.877466,514.066236,-12.941884,1064.311723,48.539096,70.81405,M
1593.817703,-1699.608332,-211.86591,-1866.532077,1882.034162,379.514623,-7.180857,669.097601,48.39731,61.115113,M
2354.331006,-2842.558742,-322.560203,-3044.085111,3016.003894,511.228323,-11.300714,1264.637602,50.550734,71.567037,M
387.092155,-328.497443,-62.981299,-444.609442,463.639552,211.275558,-6.957302,243.907135,42.637912,55.393862,B
