@relation letter-weka.filters.unsupervised.attribute.RandomProjection-N10-R10-DSparse1-weka.filters.unsupervised.attribute.RandomProjection-N16-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
15,-9,72,171,-147,-156,-120,-18,24,144,-15,75,-126,-87,-42,-45,G
6,-3,36,126,-129,-126,-72,-30,6,102,-45,54,-102,-72,-36,-24,M
24,-39,93,78,-57,-87,-48,48,3,168,-51,39,-90,-9,-24,-6,I
63,-21,-15,-3,-39,-63,-12,-27,-39,57,-18,-6,-84,-111,-66,-18,M
45,-18,42,-3,-39,-63,-15,12,-3,69,-24,6,-78,-57,-63,-9,A
-72,42,87,222,-87,-108,-147,36,-6,126,24,99,-114,-75,-18,-39,L
33,-3,48,129,-102,-120,-108,3,-30,93,-15,75,-132,-153,-81,-39,Q
12,-18,51,75,-72,-63,-36,30,-21,48,-66,63,-84,-78,-42,9,O
21,-12,60,123,-129,-129,-87,-9,9,96,-36,69,-117,-93,-60,-33,B
18,-18,36,45,-42,-48,-30,27,-30,54,-39,42,-78,-90,-57,-6,O
18,-18,90,150,-135,-129,-93,18,15,126,-63,90,-111,-99,-51,-9,D
18,-21,33,-48,9,-27,12,36,-33,48,-9,-9,-90,-39,-84,-30,E
-9,0,69,150,-147,-150,-105,-12,12,114,-30,78,-138,-81,-72,-57,L
-12,-21,105,159,-84,-99,-96,63,-15,144,-51,93,-114,-42,-24,-15,I
-12,-15,84,105,-108,-105,-63,30,3,105,-63,75,-114,-69,-75,-27,B
24,-18,51,42,-54,-84,-39,15,-12,102,-18,21,-108,-57,-60,-27,G
-24,-36,60,87,-42,-39,-21,66,-51,87,-87,69,-90,-36,-24,6,T
27,-24,36,24,-51,-78,-6,0,-6,123,-54,-3,-75,6,-21,-3,W
-9,3,69,156,-117,-120,-105,9,0,99,-24,84,-117,-90,-48,-33,R
-12,3,69,162,-126,-120,-117,12,-6,75,-18,102,-129,-132,-78,-48,B
-15,15,60,189,-183,-174,-120,-42,30,129,-48,84,-117,-66,-48,-48,R
-9,-0,42,123,-138,-129,-75,-27,9,102,-54,63,-102,-75,-66,-42,V
-24,-0,96,186,-96,-120,-132,36,0,156,0,90,-120,-66,-36,-48,E
-21,-12,72,150,-108,-102,-90,27,-12,96,-45,93,-114,-81,-51,-33,E
-15,21,69,192,-177,-189,-138,-45,39,156,-6,72,-138,-72,-57,-69,C
-3,-18,39,-3,-24,-48,-15,24,-18,66,-9,12,-90,-39,-87,-51,E
3,-15,45,51,-72,-75,-36,15,-15,54,-39,45,-102,-66,-72,-30,B
-3,3,81,246,-201,-168,-147,-24,42,108,-42,126,-114,-126,-21,-18,G
27,-12,27,84,-111,-99,-42,-15,-15,63,-81,54,-87,-84,-48,-0,W
18,3,33,132,-162,-156,-75,-51,12,117,-75,54,-105,-69,-45,-21,W
-6,-9,42,108,-108,-105,-57,-12,3,102,-51,51,-90,-48,-36,-24,D
15,-33,54,12,-42,-63,-3,27,-9,108,-54,12,-84,-9,-51,-15,E
63,-33,72,36,-54,-78,-42,36,-6,102,-42,36,-90,-81,-63,0,A
27,-6,57,120,-129,-123,-84,-6,3,69,-42,75,-117,-117,-63,-18,R
27,-24,54,30,-27,-66,-36,36,-30,102,-12,21,-111,-66,-66,-27,C
15,-24,72,126,-102,-120,-78,6,12,165,-42,51,-96,-30,-21,-24,E
15,-27,36,-15,-27,-36,24,33,-30,69,-84,12,-66,-30,-60,9,N
12,-12,39,78,-81,-93,-60,-3,-9,99,-24,42,-96,-87,-69,-39,X
0,-18,84,108,-111,-117,-75,18,15,123,-42,66,-114,-60,-69,-39,Z
-27,-6,51,135,-117,-105,-66,-0,-3,108,-69,72,-90,-51,-39,-24,D
18,-24,72,174,-153,-153,-135,-15,21,156,-24,93,-111,-108,-78,-75,Z
27,-30,33,-3,-42,-57,6,9,-9,84,-51,3,-72,-27,-51,-9,H
21,-39,21,-30,-6,-24,33,21,-24,81,-54,-12,-54,-6,-36,-0,U
0,-9,33,72,-87,-96,-21,-6,-18,111,-78,27,-96,-30,-30,-0,W
9,-45,60,78,-60,-57,-27,42,-21,117,-87,57,-66,-36,-27,3,T
15,-9,42,111,-102,-111,-69,-12,-3,108,-36,48,-99,-66,-33,-21,M
9,-21,36,-30,-3,-33,3,33,-27,54,-12,-0,-87,-33,-81,-36,E
24,-9,66,129,-117,-129,-99,-6,15,132,-24,63,-102,-90,-57,-36,O
-33,-6,78,165,-87,-96,-108,36,-12,129,-12,90,-111,-93,-51,-45,C
-42,9,84,201,-177,-144,-102,6,12,123,-102,120,-111,-108,-66,-15,N
30,-42,81,45,-27,-42,-27,72,-24,102,-66,51,-72,-48,-42,12,J
-15,-15,93,195,-159,-150,-117,-0,36,159,-45,96,-111,-60,-33,-39,Z
21,-27,51,75,-72,-69,-42,27,-21,72,-63,60,-84,-78,-48,-3,D
24,-18,45,6,-42,-60,-9,24,-18,63,-42,18,-93,-57,-69,-9,R
27,-6,33,33,-60,-84,-45,3,-24,66,-15,27,-111,-99,-93,-39,Q
36,-48,84,36,-27,-63,-21,57,-9,153,-54,21,-81,6,-21,3,I
6,-21,24,-12,-21,-36,6,24,-36,51,-42,12,-81,-51,-78,-24,H
9,-42,63,21,-39,-48,-9,45,-12,99,-63,33,-72,-21,-60,-18,Z
27,-6,60,132,-120,-129,-99,-6,3,105,-21,69,-120,-117,-60,-30,O
-21,0,54,111,-123,-123,-75,-6,-3,90,-39,66,-129,-78,-87,-57,J
42,-42,6,6,-36,-57,3,-3,-39,87,-42,-0,-90,-60,-45,-15,V
-51,6,78,219,-162,-141,-129,-0,15,120,-42,117,-117,-87,-48,-51,X
9,-45,45,12,-24,-33,12,39,-21,99,-72,18,-57,0,-30,-0,T
-30,3,72,156,-141,-135,-93,3,3,111,-57,87,-126,-66,-63,-42,E
6,-39,48,36,-39,-54,-6,27,-12,123,-60,18,-66,3,-24,-9,Y
-39,-0,48,174,-117,-75,-75,24,-27,36,-81,117,-87,-117,-27,9,N
18,-18,54,81,-72,-105,-51,-6,15,162,-21,12,-84,-0,-9,-21,K
-18,-33,69,126,-90,-84,-57,24,6,138,-66,66,-69,-6,-9,-18,Y
51,-18,81,123,-126,-132,-87,6,18,126,-51,69,-108,-111,-51,-0,M
48,-42,9,0,-24,-39,18,12,-45,57,-54,3,-84,-57,-21,18,V
21,-15,54,75,-60,-84,-60,21,-18,96,-15,42,-108,-81,-54,-24,G
90,-57,45,-99,36,-12,39,60,-42,75,-42,-24,-75,-57,-84,9,J
60,-48,69,3,-15,-42,-9,60,-24,99,-57,24,-75,-51,-48,15,J
-27,-18,36,36,-57,-51,-21,21,-21,48,-45,45,-84,-51,-87,-48,Z
-12,-3,48,129,-102,-93,-75,9,-15,69,-42,78,-102,-96,-48,-21,D
45,-48,66,-9,-15,-45,-3,54,-21,114,-57,15,-75,-30,-63,-6,J
-33,-6,72,165,-120,-105,-93,24,-9,93,-57,102,-108,-78,-48,-30,X
9,-3,45,150,-156,-141,-84,-30,9,99,-72,75,-102,-72,-36,-18,U
-3,-6,30,78,-105,-93,-39,-18,3,69,-60,45,-78,-54,-51,-21,R
-12,0,69,159,-120,-117,-102,12,-3,96,-36,90,-114,-90,-48,-30,R
-39,12,63,240,-153,-135,-132,-9,9,114,-30,111,-108,-93,-0,-21,U
-12,21,60,207,-165,-150,-132,-33,36,108,-24,93,-90,-90,-21,-27,A
24,-3,51,54,-60,-84,-51,21,-24,57,-15,39,-123,-93,-69,-18,R
6,-33,27,42,-51,-57,-12,-0,-3,105,-42,15,-57,-18,-24,-18,U
-9,-21,42,18,-39,-42,-6,36,-30,39,-48,36,-93,-51,-72,-21,E
6,-36,51,87,-81,-72,-33,21,-12,108,-84,57,-69,-42,-30,-3,T
-18,-15,69,189,-153,-126,-93,0,12,126,-81,102,-93,-78,-24,-12,K
15,15,48,105,-129,-165,-87,-27,-15,144,-36,39,-159,-96,-99,-54,Q
51,-24,-12,-90,39,12,48,30,-72,-12,-30,-21,-69,-90,-78,9,N
18,3,42,168,-174,-156,-114,-48,24,78,-27,84,-117,-126,-54,-39,Q
-21,3,54,156,-129,-123,-99,-6,-3,99,-33,84,-117,-102,-63,-45,T
12,-9,42,81,-108,-102,-48,-3,-12,63,-66,57,-105,-78,-66,-18,B
30,6,42,81,-75,-108,-78,9,-42,75,-9,48,-147,-138,-90,-33,Q
33,-36,33,-63,39,3,36,63,-57,45,-39,-9,-75,-33,-60,6,I
15,-3,48,102,-90,-108,-90,6,-24,84,-9,63,-129,-126,-90,-51,Q
-9,9,66,171,-138,-150,-132,-3,-12,114,-12,93,-153,-132,-93,-69,Q
-27,-3,24,156,-159,-129,-51,-48,15,108,-87,60,-87,-42,0,-3,W
0,-12,42,27,-39,-60,-18,21,-18,78,-30,18,-90,-33,-54,-21,K
36,-39,60,63,-48,-72,-36,30,-12,132,-48,30,-78,-24,-15,0,F
9,-24,57,9,-42,-51,-0,42,-21,66,-66,30,-90,-48,-72,-3,D
-30,21,84,228,-186,-189,-147,-30,39,162,-24,93,-135,-57,-33,-54,T
-3,12,72,162,-153,-168,-120,-21,18,135,-18,72,-144,-84,-69,-57,C
15,-21,24,-45,-9,-27,21,30,-39,18,-33,3,-93,-57,-90,-21,G
6,-39,18,-51,12,-9,51,42,-57,57,-69,-9,-78,-9,-57,-3,T
27,-36,30,-30,-6,-15,27,42,-39,30,-60,12,-69,-42,-54,9,P
45,-15,24,-18,-27,-57,-9,18,-45,36,-24,9,-114,-99,-93,-18,Q
9,-30,15,-42,9,-18,33,33,-54,60,-45,-9,-84,-36,-69,-15,U
33,-42,93,60,-42,-75,-36,60,-9,156,-60,36,-90,-9,-24,6,I
42,-42,30,39,-30,-36,-0,42,-60,51,-75,39,-93,-84,-18,36,Y
3,-6,84,135,-132,-144,-108,6,12,135,-30,78,-132,-93,-93,-60,Z
21,-33,18,-42,-12,-18,30,27,-36,27,-57,6,-66,-48,-75,-9,X
6,3,48,126,-135,-135,-75,-21,3,99,-57,60,-114,-66,-45,-21,U
42,-15,15,-57,3,-27,18,24,-45,12,-18,-9,-93,-81,-87,-9,R
18,-30,117,156,-96,-126,-99,48,12,201,-45,72,-114,-30,-12,-9,I
-33,-6,75,180,-93,-93,-114,36,-15,117,-18,102,-105,-105,-45,-39,C
-9,-27,93,153,-123,-120,-93,21,24,153,-51,84,-96,-42,-39,-36,Z
21,-21,30,18,-36,-45,-15,24,-33,42,-36,30,-87,-87,-69,-12,O
15,-24,72,105,-102,-96,-60,27,-6,93,-75,75,-96,-66,-48,-6,I
-18,-12,63,87,-75,-78,-57,33,-18,78,-42,66,-105,-66,-72,-36,E
9,-27,93,183,-141,-117,-102,24,21,117,-72,111,-87,-81,-18,0,F
9,-21,36,-39,6,-27,9,39,-33,51,-12,-3,-90,-36,-84,-33,E
36,-21,15,42,-72,-72,-9,-6,-30,66,-75,27,-84,-87,-42,15,W
3,-12,0,-27,-42,-69,33,-21,-27,111,-72,-30,-78,3,-63,-21,W
48,-9,72,144,-111,-138,-114,3,0,138,-12,66,-126,-117,-45,-21,O
66,-51,75,-3,-15,-66,-15,45,-6,159,-30,-3,-87,-27,-48,-6,J
15,-24,108,141,-123,-129,-93,39,9,141,-60,90,-129,-87,-63,-18,I
39,-42,48,-27,-9,-39,21,39,-21,102,-57,-6,-72,-12,-45,6,F
30,-27,36,12,-30,-66,0,12,-18,114,-36,-9,-90,-9,-21,0,V
9,-39,75,126,-111,-93,-66,18,21,123,-69,78,-66,-51,-27,-12,T
60,-9,18,-3,-6,-36,-18,27,-54,24,-12,15,-93,-138,-69,12,H
30,-24,24,33,-75,-81,-21,-9,-15,84,-63,24,-78,-54,-63,-21,P
15,-18,48,69,-66,-72,-42,21,-18,75,-45,48,-90,-72,-48,-9,X
6,6,60,159,-150,-168,-114,-30,12,162,-36,63,-126,-69,-60,-54,P
-6,-9,51,99,-81,-81,-66,24,-27,51,-27,72,-120,-108,-69,-30,G
-12,-42,48,69,-60,-48,-18,30,-12,93,-75,51,-57,-12,-24,-12,Y
30,-21,21,24,-69,-93,-12,-30,9,117,-33,-12,-78,-3,-27,-21,M
-30,24,63,186,-201,-189,-114,-45,27,102,-45,87,-159,-84,-69,-54,K
-9,-21,36,72,-54,-45,-39,33,-39,39,-45,66,-87,-96,-63,-21,D
45,-18,81,132,-120,-114,-81,18,12,114,-69,81,-90,-120,-39,21,N
-6,-3,81,165,-135,-135,-102,9,9,120,-48,87,-120,-69,-39,-24,X
-36,12,15,-12,18,-6,3,33,-42,15,6,3,-72,-39,-63,-27,L
-30,-9,72,144,-84,-87,-93,33,-9,117,-21,84,-99,-90,-57,-42,C
9,9,48,117,-138,-150,-78,-30,6,111,-42,48,-132,-72,-60,-33,O
-6,-18,78,132,-96,-93,-75,33,-3,102,-51,81,-99,-63,-33,-12,I
-15,15,78,192,-159,-159,-129,-6,9,99,-21,99,-153,-108,-57,-42,B
45,-33,111,180,-135,-126,-117,45,6,123,-69,120,-114,-129,-39,9,I
6,-27,54,120,-96,-81,-51,27,-27,81,-84,81,-96,-87,-30,9,V
-27,3,45,138,-117,-108,-87,-12,6,93,-30,72,-90,-72,-54,-48,D
-33,18,87,210,-162,-174,-141,-12,24,153,-12,90,-147,-63,-45,-60,K
-9,12,102,210,-174,-171,-135,0,33,147,-48,105,-129,-90,-45,-24,A
-6,6,81,153,-156,-159,-102,-12,27,135,-42,75,-132,-84,-69,-39,H
78,-57,57,-60,18,-27,30,54,-21,108,-48,-21,-66,-12,-39,21,J
-6,-30,60,18,-15,-33,-3,60,-33,78,-54,30,-84,-12,-48,-9,I
27,-18,24,45,-54,-54,-30,12,-30,36,-39,42,-81,-102,-57,-6,U
6,-45,57,39,-36,-39,0,51,-27,99,-87,39,-66,-12,-27,9,T
-6,-9,51,114,-99,-90,-81,12,-12,54,-24,81,-108,-114,-75,-42,B
39,-36,45,27,-33,-69,-12,21,-21,129,-42,3,-90,-18,-21,0,V
15,-18,36,33,-54,-87,-9,-6,-3,138,-45,-9,-84,18,-15,-9,W
33,-36,27,-81,45,9,48,60,-57,36,-39,-18,-72,-27,-63,6,I
27,-21,3,3,-57,-57,6,-18,-15,45,-51,6,-66,-54,-51,-9,M
9,-15,54,120,-75,-96,-72,15,-18,126,-24,51,-108,-69,-21,-15,U
48,-30,66,81,-48,-78,-54,33,-12,123,-30,36,-87,-45,-3,12,F
21,-21,51,138,-111,-132,-87,-27,24,177,-15,36,-90,-33,-3,-33,K
12,-21,72,102,-96,-111,-57,12,9,150,-54,45,-99,-39,-33,-12,F
36,-33,-9,-21,-30,-18,27,-0,-36,6,-66,12,-45,-75,-51,9,M
24,-18,57,126,-120,-105,-78,3,3,87,-66,81,-81,-93,-45,-9,J
48,-12,24,-45,-18,-48,12,6,-12,48,-21,-18,-75,-54,-69,-3,A
42,-12,33,-9,-36,-69,-18,-0,-3,84,-12,-6,-78,-54,-72,-24,A
24,-18,81,102,-90,-105,-66,30,-3,120,-51,60,-111,-72,-45,-3,P
-9,-27,69,60,-69,-78,-33,30,0,117,-54,42,-90,-24,-60,-30,Z
-30,-15,69,150,-108,-81,-90,36,-15,51,-48,114,-102,-108,-66,-36,S
12,-15,51,93,-81,-96,-69,9,-12,114,-30,51,-99,-81,-63,-36,X
57,-45,-3,-111,39,3,78,27,-57,33,-48,-48,-72,-21,-48,18,Y
21,3,54,99,-78,-87,-69,12,-3,81,-27,54,-84,-99,-39,3,A
54,-36,63,99,-54,-87,-66,21,-3,150,-18,33,-81,-42,12,6,F
48,-36,54,42,-21,-60,-30,30,-12,129,-18,9,-75,-24,-3,6,F
-3,-42,51,51,-45,-51,-12,30,-9,120,-66,30,-57,12,-18,-12,Y
54,-42,81,30,-42,-81,-30,42,-3,150,-45,18,-93,-30,-45,-3,J
21,-12,78,198,-168,-165,-105,-27,45,180,-57,72,-99,-57,15,6,N
30,-18,63,117,-111,-102,-75,12,0,90,-69,78,-81,-87,-45,-3,J
48,-24,84,165,-135,-144,-102,-0,24,156,-42,72,-111,-87,-6,6,S
69,-33,-9,-123,60,24,63,39,-72,-12,-24,-36,-66,-87,-81,15,H
12,-12,66,126,-123,-123,-87,-0,9,105,-39,72,-111,-87,-60,-33,B
-9,-6,84,177,-156,-144,-120,-3,30,111,-33,99,-114,-78,-54,-48,Z
36,-21,60,117,-93,-99,-81,15,-9,102,-36,69,-99,-114,-45,-9,O
42,-33,69,54,-6,-36,-39,78,-54,78,-39,51,-96,-81,-30,21,I
6,-6,66,156,-147,-162,-96,-39,48,177,-21,42,-105,-15,-6,-36,K
-15,-9,57,120,-117,-111,-54,-3,9,132,-75,57,-87,-45,-36,-12,N
45,-3,57,147,-153,-150,-93,-36,36,120,-45,60,-93,-90,-18,3,M
-69,-15,111,246,-156,-129,-144,39,15,147,-51,147,-114,-75,-51,-63,Z
9,3,42,129,-120,-126,-72,-24,6,117,-42,48,-102,-72,-24,-9,N
60,-21,51,18,-60,-87,-36,3,9,96,-18,12,-87,-78,-69,-15,A
12,-18,39,24,-36,-54,-15,27,-30,69,-42,24,-90,-51,-57,-12,H
3,-12,57,183,-186,-147,-102,-33,33,87,-69,102,-96,-93,-36,-24,B
0,-12,57,201,-186,-177,-132,-45,27,159,-39,90,-120,-87,-54,-69,Y
0,-3,66,159,-156,-135,-87,-18,33,105,-63,81,-90,-69,-27,-9,H
45,12,72,150,-159,-204,-132,-39,18,180,-12,48,-162,-84,-72,-57,P
15,-18,72,159,-132,-117,-93,12,3,108,-75,96,-90,-84,-33,-6,I
45,-30,42,27,-42,-54,-24,27,-24,69,-45,33,-78,-90,-60,-0,O
-6,-15,96,192,-144,-138,-120,18,18,147,-48,105,-114,-87,-42,-30,S
18,-36,60,126,-102,-78,-60,21,0,87,-78,84,-63,-72,-15,9,Y
45,-33,-9,-105,21,-9,72,12,-51,39,-60,-45,-63,-21,-66,6,W
24,-21,63,99,-108,-114,-57,-0,12,135,-69,48,-84,-36,-33,-9,F
27,12,63,144,-156,-186,-123,-33,6,156,-27,60,-153,-102,-93,-63,P
-0,-18,45,-3,-9,-42,-15,36,-24,75,-6,9,-90,-30,-75,-42,E
-0,-15,42,93,-96,-84,-66,6,-12,42,-27,72,-105,-111,-78,-42,B
-54,18,39,141,-66,-54,-81,24,-24,39,-9,84,-78,-99,-36,-24,L
-15,12,90,219,-201,-204,-138,-39,54,189,-42,84,-132,-45,-33,-48,K
-6,21,54,159,-177,-189,-123,-45,9,123,-24,72,-165,-108,-102,-78,Y
-3,-18,90,117,-105,-108,-78,36,-0,117,-54,81,-117,-81,-75,-30,S
21,-9,75,153,-126,-147,-114,-9,21,168,-15,63,-114,-84,-48,-42,G
-33,6,72,189,-114,-108,-120,27,-18,96,-30,111,-117,-117,-54,-36,D
15,-18,54,108,-84,-108,-66,-3,6,147,-21,33,-96,-33,-12,-21,U
51,-51,-30,-102,36,18,66,15,-72,-3,-33,-30,-66,-78,-75,-9,U
15,-15,57,111,-81,-114,-63,0,-0,165,-30,27,-102,-15,0,-12,V
3,-12,60,39,-48,-69,-33,24,3,99,-24,24,-81,-33,-57,-24,L
15,-33,66,96,-75,-96,-60,18,0,159,-36,42,-93,-45,-36,-27,C
9,-9,60,51,-75,-93,-39,15,-3,90,-36,33,-111,-54,-69,-24,R
3,-27,54,102,-84,-99,-51,0,9,153,-42,33,-81,-3,-6,-21,Y
-21,6,63,195,-135,-129,-120,-6,9,117,-24,93,-105,-90,-27,-33,G
60,-39,30,-9,-12,-48,12,27,-42,87,-48,-6,-93,-42,-24,21,V
39,-15,69,69,-48,-99,-66,30,-21,132,0,27,-132,-75,-51,-21,C
51,-12,12,21,-30,-48,-24,15,-54,24,-24,27,-99,-141,-66,6,N
-30,6,57,204,-165,-141,-114,-21,15,111,-51,102,-105,-96,-36,-33,H
24,-33,69,72,-39,-72,-33,48,-30,132,-51,33,-105,-21,-6,12,Y
3,-39,45,24,-12,-24,9,60,-54,72,-75,33,-84,-27,-30,12,T
3,18,60,186,-195,-198,-132,-60,42,147,-27,72,-132,-81,-60,-60,B
27,-45,90,36,-27,-66,-24,63,-12,159,-54,24,-90,3,-36,-6,I
36,-24,63,99,-69,-108,-75,3,12,165,3,24,-96,-39,-12,-24,C
-3,0,72,177,-135,-135,-129,9,-9,87,-15,105,-144,-132,-72,-51,B
-3,9,42,150,-159,-150,-96,-45,24,114,-45,66,-99,-78,-54,-42,N
42,-39,21,-72,21,-12,57,39,-48,54,-60,-27,-75,-6,-39,21,V
-33,-6,63,183,-111,-96,-111,24,-18,90,-33,111,-105,-117,-51,-39,D
-12,12,81,177,-123,-135,-126,15,-3,102,-3,93,-147,-117,-57,-39,G
-81,48,75,225,-96,-111,-150,21,-3,114,33,99,-114,-87,-27,-51,L
0,-3,57,147,-162,-150,-99,-33,30,99,-33,75,-117,-84,-63,-51,X
-6,9,33,117,-135,-129,-60,-24,-15,90,-78,60,-117,-87,-63,-18,O
27,-15,51,54,-57,-72,-39,27,-24,75,-42,42,-99,-90,-60,-3,P
21,-24,18,-51,-3,-18,24,30,-42,6,-33,3,-84,-60,-87,-18,B
-12,-24,90,117,-66,-78,-66,60,-18,120,-54,75,-102,-33,-30,-12,I
15,-21,87,150,-126,-120,-93,27,0,117,-72,96,-108,-84,-48,-12,I
48,-33,99,171,-126,-129,-108,27,15,147,-51,93,-108,-102,-15,9,S
6,-15,69,138,-129,-108,-75,12,6,93,-75,90,-93,-105,-51,-3,P
-6,-27,75,123,-111,-108,-69,12,18,132,-54,66,-90,-27,-33,-30,Z
-42,-6,72,150,-96,-81,-87,42,-21,81,-54,105,-99,-90,-63,-33,E
15,-24,30,0,-12,-27,21,48,-63,36,-72,21,-99,-54,-42,24,V
-0,-9,72,129,-108,-105,-81,27,-15,81,-51,87,-123,-105,-63,-18,R
27,6,42,81,-60,-93,-69,6,-21,87,6,33,-117,-111,-51,-15,K
-9,-6,63,132,-108,-93,-72,18,-3,69,-57,84,-93,-78,-36,-6,O
-15,-6,78,72,-48,-78,-54,39,0,129,-18,36,-93,-24,-51,-30,L
-21,-9,90,159,-138,-120,-78,30,-0,111,-93,102,-117,-81,-51,-3,K
-6,-18,63,99,-78,-81,-60,30,-15,87,-45,66,-99,-57,-48,-24,X
-18,-9,69,195,-147,-114,-105,6,12,96,-69,114,-81,-90,-24,-12,D
24,-9,42,120,-147,-123,-87,-33,27,57,-36,75,-87,-111,-66,-36,Z
9,-18,54,129,-105,-120,-66,-9,6,153,-45,42,-99,-24,0,-12,V
54,-18,12,6,-12,-30,-12,30,-66,18,-36,27,-90,-138,-66,15,N
33,-9,-12,6,-15,-30,-18,6,-66,15,-15,21,-84,-150,-87,-18,N
-18,-3,54,102,-93,-96,-84,15,-18,72,-18,75,-120,-111,-105,-66,B
30,-30,102,150,-129,-132,-102,30,12,141,-60,93,-117,-84,-51,-18,J
12,-15,33,36,-54,-66,-27,6,-12,69,-27,24,-84,-57,-57,-24,G
18,-36,27,-27,-21,-24,39,27,-24,69,-87,3,-48,-21,-48,15,N
15,-15,90,114,-111,-132,-96,24,0,141,-36,72,-135,-93,-96,-51,Z
60,-21,-12,15,-45,-51,-9,-15,-45,21,-36,15,-81,-126,-48,9,M
-21,-18,93,162,-138,-135,-96,12,27,159,-54,84,-108,-39,-45,-42,Z
-3,-21,42,-3,-6,-33,-9,42,-33,66,-15,15,-90,-45,-78,-36,C
9,-18,27,36,-69,-90,-3,-18,-0,132,-60,-6,-78,15,-18,-9,W
-3,6,51,183,-186,-174,-111,-57,42,147,-54,72,-96,-54,-33,-42,N
78,-39,108,120,-78,-108,-102,60,-12,153,-39,81,-117,-138,-57,6,J
-3,-24,21,9,-33,-30,9,24,-36,42,-66,27,-66,-48,-60,-9,D
27,-30,54,3,-42,-60,-6,33,-18,78,-54,21,-93,-45,-72,-12,B
-0,12,39,147,-117,-117,-96,-18,-3,87,-18,69,-105,-120,-45,-24,C
21,-30,36,21,-42,-42,-6,27,-24,48,-57,33,-72,-60,-51,-0,P
-9,-12,48,42,-60,-78,-36,18,-18,81,-27,33,-111,-51,-84,-48,E
15,-24,78,99,-75,-96,-72,36,-12,132,-36,60,-111,-75,-60,-27,G
51,-27,33,87,-81,-90,-45,-0,-24,84,-51,42,-99,-84,-12,15,V
-0,-9,57,81,-87,-90,-51,18,-12,72,-45,57,-111,-78,-66,-21,R
51,-12,21,48,-39,-54,-39,21,-54,33,-30,42,-99,-147,-57,12,N
3,-6,54,105,-102,-114,-54,-3,0,129,-60,42,-99,-33,-27,-9,W
6,-15,66,84,-93,-111,-51,3,15,138,-42,33,-99,-21,-39,-24,K
0,15,63,162,-144,-144,-111,-24,30,111,-21,72,-102,-81,-39,-30,A
30,-12,54,63,-69,-81,-51,12,3,81,-27,39,-81,-72,-48,-9,A
9,-12,84,177,-165,-144,-108,0,24,108,-63,105,-114,-108,-51,-18,B
51,-9,15,75,-60,-66,-57,3,-42,39,-27,51,-87,-156,-51,6,N
21,-21,87,177,-144,-126,-105,18,12,123,-72,108,-99,-123,-42,-0,P
60,-24,54,21,-57,-78,-30,15,0,84,-33,21,-87,-84,-63,-0,A
15,-21,60,18,-51,-66,-12,33,-12,81,-57,27,-93,-42,-69,-9,R
-3,-33,45,15,-27,-48,9,36,-30,99,-60,12,-90,3,-36,-9,Y
-21,-21,108,168,-87,-99,-99,66,-15,147,-54,99,-114,-39,-24,-18,I
3,-15,72,81,-87,-93,-51,30,-9,96,-57,60,-111,-75,-72,-18,H
6,-6,57,141,-108,-105,-96,9,-9,87,-30,84,-105,-120,-57,-27,O
9,15,66,153,-114,-126,-114,9,-12,81,-9,84,-138,-141,-63,-24,R
-6,-15,78,126,-111,-114,-78,12,18,129,-42,66,-99,-45,-42,-30,S
42,-33,33,9,-21,-51,6,27,-39,84,-48,3,-96,-39,-21,18,Y
-18,-15,63,147,-132,-129,-78,-15,27,150,-45,60,-96,-30,-24,-36,X
9,-30,42,42,-33,-51,-9,36,-39,96,-60,27,-90,-36,-30,3,T
-72,39,75,189,-72,-93,-126,33,-9,114,24,84,-105,-69,-27,-42,L
15,-24,33,30,-69,-54,-21,15,-18,12,-51,51,-84,-90,-81,-21,S
81,-39,-33,-129,36,12,75,3,-60,-15,-36,-48,-54,-81,-72,15,M
39,3,63,75,-60,-93,-66,21,-9,99,-15,36,-102,-90,-45,3,A
-0,-30,60,93,-81,-93,-45,9,9,147,-48,36,-81,-3,-15,-21,X
-6,-3,75,150,-141,-135,-96,3,9,105,-54,87,-120,-78,-60,-33,X
3,-21,18,-15,-6,-18,6,33,-48,27,-33,18,-78,-69,-81,-24,D
21,0,36,105,-99,-105,-75,-15,-3,78,-15,51,-102,-114,-51,-21,O
42,-12,15,-45,-9,-39,6,15,-39,21,-12,-6,-96,-90,-93,-18,R
18,-18,90,126,-102,-114,-78,33,0,135,-57,72,-114,-75,-42,-3,P
-3,-3,93,141,-126,-147,-96,9,21,162,-36,63,-129,-45,-51,-36,K
-6,-15,39,15,-36,-51,-6,24,-21,66,-39,18,-87,-30,-60,-21,K
-3,-3,39,171,-153,-132,-93,-30,6,99,-60,84,-96,-93,-30,-21,M
12,-27,6,-27,-18,-21,45,24,-57,30,-90,6,-75,-42,-51,18,W
39,-30,78,132,-105,-114,-84,15,12,159,-63,66,-75,-51,-18,-3,J
24,-24,24,48,-84,-69,-27,-6,-9,51,-69,45,-60,-69,-60,-15,V
