@relation 'letter-weka.filters.unsupervised.attribute.Remove-V-R13,11,7,14,12,15,9,8,10,6,16,3,5,1,4,2,17'

@attribute x-ege numeric
@attribute x2ybr numeric
@attribute y-bar numeric
@attribute xegvy numeric
@attribute xy2br numeric
@attribute y-ege numeric
@attribute y2bar numeric
@attribute x2bar numeric
@attribute xybar numeric
@attribute x-bar numeric
@attribute yegvx numeric
@attribute width numeric
@attribute onpix numeric
@attribute x-box numeric
@attribute high numeric
@attribute y-box numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
1,6,8,9,9,7,9,5,6,7,8,3,2,2,3,2,Z
0,0,2,7,6,1,8,5,1,2,6,6,3,5,8,10,L
2,5,7,8,7,5,6,3,10,8,8,8,5,6,8,11,S
1,9,10,9,5,4,10,1,11,7,4,5,3,5,5,7,T
3,7,7,8,9,5,8,3,11,7,8,6,4,4,6,8,E
1,6,8,8,8,5,9,2,11,7,7,3,1,1,2,3,Z
0,6,7,8,8,0,4,4,7,7,8,0,0,0,0,0,I
6,6,8,10,5,2,5,5,6,8,5,6,5,4,6,8,N
5,6,7,12,8,10,4,6,8,7,12,9,9,6,8,11,F
2,10,8,10,11,3,6,5,12,4,7,6,4,6,8,11,C
3,8,8,9,8,3,8,5,10,5,5,5,2,4,4,5,U
2,4,4,9,9,4,7,3,11,11,11,5,3,5,5,10,Z
3,10,11,10,9,3,2,3,5,8,10,5,3,3,4,6,V
3,5,6,8,6,4,9,9,6,6,8,7,3,6,8,10,O
2,6,7,10,7,5,8,4,11,9,8,5,3,4,7,9,S
5,3,7,9,6,4,3,5,12,8,8,5,3,6,6,11,P
1,7,12,10,2,3,3,6,10,5,6,5,3,3,4,6,P
2,12,9,10,8,0,1,4,6,9,8,5,2,3,4,6,V
1,0,3,6,5,1,8,7,1,3,6,5,3,4,7,9,L
1,9,11,10,5,2,7,2,11,6,5,3,1,3,2,3,T
8,8,9,9,11,9,6,5,6,7,8,8,8,6,8,9,E
3,5,7,8,8,3,4,7,9,8,8,4,4,4,5,7,O
2,5,7,8,7,9,7,8,8,8,8,5,4,4,8,11,S
8,5,6,6,10,8,4,3,6,6,8,8,9,5,8,10,K
3,6,7,8,8,4,4,5,7,7,8,5,1,4,6,9,X
0,2,4,7,10,2,8,2,8,6,8,3,1,2,2,3,L
6,8,8,10,7,6,3,5,7,9,4,5,6,4,6,4,Y
2,6,7,8,5,2,6,6,7,7,7,2,1,2,1,1,D
2,6,7,8,8,5,6,5,7,7,10,2,2,1,1,3,E
1,7,10,10,2,4,4,5,9,6,6,3,2,2,3,4,P
1,9,9,9,7,6,9,3,12,6,5,6,3,4,5,7,Z
1,12,10,11,7,2,7,3,12,3,5,8,4,8,8,10,Y
7,6,7,9,9,7,5,3,6,7,6,9,11,7,8,10,R
2,8,8,11,13,4,7,8,10,5,10,6,5,5,8,11,C
4,6,7,8,8,4,8,2,9,8,8,6,3,7,7,13,X
4,6,7,7,8,5,7,6,7,5,5,6,4,4,4,5,D
0,6,10,9,4,2,3,3,12,6,8,3,1,1,2,3,P
4,8,9,11,9,9,2,4,7,8,8,8,12,6,11,8,Y
9,7,7,8,7,3,5,6,6,7,6,7,7,5,6,8,M
3,9,9,8,11,3,7,2,10,4,6,5,2,3,3,4,K
0,6,7,8,7,8,8,5,5,8,8,4,3,3,7,9,S
0,6,7,8,8,0,4,4,7,7,8,0,0,1,8,6,I
7,8,6,5,8,0,1,11,7,8,8,5,5,4,6,9,M
4,13,9,9,8,1,2,4,5,9,7,7,4,5,8,10,V
3,7,7,8,8,5,6,8,6,8,9,5,3,4,8,8,Q
1,6,8,9,7,4,7,2,10,8,8,4,1,2,1,3,S
3,9,7,8,9,3,9,1,11,6,7,6,3,3,4,5,X
1,9,8,8,13,4,9,7,8,4,9,6,4,5,8,10,C
1,7,8,7,12,4,8,6,7,5,9,3,1,2,4,3,C
3,1,4,7,7,2,2,3,5,5,7,5,2,3,6,4,A
3,7,7,8,10,3,7,2,10,6,8,6,3,4,5,7,K
2,6,7,8,6,6,6,5,7,7,10,4,4,3,4,2,B
2,4,6,7,10,6,8,2,11,9,10,6,4,4,5,7,Z
2,6,9,8,6,4,7,3,13,6,4,5,2,6,7,13,T
3,4,6,8,8,3,4,8,7,8,8,5,4,4,6,8,O
6,8,6,6,8,0,0,10,7,7,8,2,1,2,1,0,M
3,10,8,9,9,2,7,5,11,4,6,5,2,4,3,4,U
3,12,11,10,9,1,4,3,9,5,9,5,2,3,6,8,V
1,4,9,10,3,2,4,4,11,8,8,4,2,2,3,5,P
0,7,14,9,3,3,1,6,12,3,8,4,4,4,6,9,P
2,9,8,9,9,3,8,1,10,5,6,6,3,4,5,7,X
3,13,5,9,8,0,5,13,7,7,8,4,1,3,5,7,U
7,8,6,5,8,0,1,10,6,8,7,4,5,4,6,8,M
3,11,9,9,8,1,7,5,12,4,7,5,2,5,5,7,U
2,7,6,9,10,4,5,5,9,7,9,4,2,3,3,4,G
0,5,15,9,1,4,2,6,12,5,7,9,4,6,7,9,P
0,6,7,8,8,2,7,1,7,7,8,1,1,1,3,4,I
2,7,7,9,9,4,3,6,8,8,9,4,3,3,5,4,Q
2,6,6,9,7,7,5,7,6,6,10,4,4,3,4,6,B
4,6,8,8,5,4,6,5,10,8,9,9,8,6,8,11,D
1,13,10,11,8,0,2,3,9,6,8,5,1,3,5,4,Y
3,6,7,9,7,8,0,4,7,8,5,4,4,3,6,4,H
3,5,7,8,10,3,7,2,10,7,8,5,2,3,2,3,K
3,5,7,8,8,4,9,1,10,8,8,9,4,6,8,10,X
3,2,3,6,9,3,3,3,8,9,9,6,2,3,6,4,A
5,6,6,9,9,5,3,6,10,6,7,4,3,5,6,12,O
2,7,8,8,8,2,7,1,10,7,7,3,1,2,2,3,X
6,1,2,3,8,1,3,4,12,12,9,8,4,7,7,12,M
6,8,5,5,8,0,0,10,7,7,8,4,4,3,5,7,M
3,4,10,8,8,5,4,9,7,6,10,5,3,4,6,8,R
0,6,7,8,8,0,4,4,7,7,8,0,0,0,5,7,I
6,6,7,8,8,0,2,14,5,7,8,4,2,3,4,3,N
1,9,11,10,5,2,7,2,11,5,5,4,1,3,2,3,T
3,7,7,8,10,3,6,1,9,5,8,6,5,4,6,9,K
0,4,6,7,8,1,6,2,12,10,7,2,1,1,3,4,J
9,6,8,10,8,7,4,5,8,7,12,6,7,5,8,11,F
0,6,7,8,8,8,14,4,9,7,8,4,2,4,6,4,Z
2,6,7,8,8,8,5,7,7,8,8,4,4,3,5,7,S
4,7,7,6,8,7,9,2,12,6,6,7,5,7,8,14,Z
2,1,3,6,8,2,2,2,7,8,7,4,3,3,6,8,A
6,8,8,8,8,4,3,6,7,7,8,8,9,6,8,10,W
10,6,8,8,7,5,3,4,7,7,5,7,9,5,6,7,M
2,2,3,6,9,3,2,2,10,12,7,5,4,3,7,9,A
7,6,6,9,8,8,4,5,7,8,4,7,7,5,5,6,B
2,11,12,11,7,1,3,3,10,4,8,4,1,3,3,4,V
3,6,7,8,8,4,4,4,7,7,8,4,2,3,5,7,X
4,5,9,11,4,6,4,4,12,8,6,7,5,7,8,15,P
3,5,6,8,7,15,2,3,7,7,5,8,10,5,8,10,S
0,10,12,8,8,0,5,0,7,7,8,3,1,2,4,6,T
3,5,7,7,7,3,6,7,7,6,8,6,5,4,6,8,N
1,6,7,8,14,4,9,7,7,5,9,3,1,2,5,7,C
5,4,7,6,7,4,7,3,10,8,8,9,5,6,5,7,H
3,5,7,8,6,3,5,3,10,8,8,5,4,3,5,7,D
3,11,5,9,8,0,4,12,7,8,8,4,3,3,5,7,U
1,10,9,8,11,3,8,5,11,3,7,4,2,4,4,6,C
3,13,5,10,8,0,4,11,7,7,8,2,0,2,1,0,U
2,6,10,10,5,3,4,9,8,5,8,5,6,5,8,11,P
4,12,7,11,5,5,5,5,4,9,7,6,5,8,11,7,Y
3,9,7,8,11,3,6,1,10,4,6,6,5,4,6,8,K
3,1,3,6,7,6,5,4,8,8,9,7,4,9,8,14,S
1,12,10,11,8,0,3,1,7,8,8,4,2,3,6,8,Y
6,6,7,8,8,0,2,14,4,7,8,4,2,4,6,4,N
1,11,9,8,11,2,8,6,12,3,6,6,3,6,8,10,C
2,13,10,11,8,0,2,3,6,9,8,4,1,2,5,3,Y
3,10,8,9,9,1,8,6,6,6,7,5,2,4,4,5,U
2,7,6,9,11,4,5,5,9,6,10,4,2,3,4,5,G
5,5,8,10,7,13,4,5,9,9,8,8,10,6,8,11,S
5,5,9,10,10,2,5,4,4,7,7,5,3,6,6,10,N
0,6,7,8,15,7,11,6,7,3,7,4,2,3,6,8,E
3,4,4,8,9,8,7,4,10,9,11,6,4,7,7,12,Q
2,5,7,8,6,4,5,2,10,9,9,4,2,2,2,3,B
3,6,10,10,8,7,8,5,7,8,7,7,6,5,6,6,T
3,3,4,9,7,7,6,4,12,11,12,7,5,7,8,15,Q
1,6,7,8,12,4,11,7,7,5,9,6,3,5,8,5,C
3,6,7,7,7,5,6,5,7,6,9,6,6,4,6,8,R
0,3,6,7,7,0,7,1,13,10,8,5,3,4,8,11,J
1,2,3,6,8,1,1,2,6,7,7,2,1,1,1,1,A
3,2,2,5,9,3,2,2,9,11,8,6,4,3,6,8,A
0,6,7,8,8,1,7,0,13,7,8,2,1,1,3,5,I
6,6,5,9,9,12,4,5,9,9,11,9,10,7,8,10,S
5,8,7,10,9,3,6,3,7,7,6,8,6,6,6,7,A
6,7,10,11,8,8,3,5,6,10,5,7,8,5,9,7,Y
2,7,8,9,9,3,2,5,8,8,9,2,2,1,3,2,Q
5,2,8,9,4,1,6,3,10,10,7,8,4,6,6,8,N
3,9,9,9,9,2,7,5,10,3,6,6,4,6,5,7,U
3,8,7,8,10,6,3,6,8,8,8,5,4,4,8,6,Q
3,8,8,12,13,5,6,8,10,5,8,5,4,4,8,11,C
2,5,7,9,9,3,3,7,6,8,9,3,2,2,3,2,Q
4,6,8,6,6,8,5,4,7,9,7,5,8,4,5,7,D
6,4,8,9,6,4,7,3,9,9,8,7,4,8,6,12,K
0,5,4,7,11,0,3,6,13,12,8,1,0,1,0,0,J
9,6,8,8,7,9,3,5,6,8,14,8,9,6,7,10,G
0,5,8,7,8,0,5,2,14,8,7,2,1,1,2,3,J
2,3,10,6,10,5,4,7,6,6,11,3,3,3,6,8,R
2,11,12,10,7,1,3,3,10,4,8,5,2,4,4,5,V
3,2,2,6,9,3,2,2,9,11,9,5,3,3,5,7,A
2,4,6,8,7,3,9,1,10,9,8,7,3,4,4,5,X
5,6,9,8,6,11,5,5,7,9,6,8,11,5,8,10,D
1,10,11,10,5,1,6,2,11,4,5,2,1,2,2,3,Y
1,4,10,9,3,3,4,3,12,7,8,5,2,3,2,3,P
0,6,7,8,8,8,15,4,9,7,8,6,3,5,8,10,Z
3,9,8,8,9,5,7,5,11,5,5,6,5,4,6,8,E
0,6,8,7,8,4,8,2,7,7,8,5,3,4,7,9,I
3,7,6,8,12,3,2,8,7,3,11,5,2,5,9,6,K
3,4,8,6,7,3,5,3,9,8,11,6,4,3,3,5,R
3,6,7,8,8,6,9,4,6,7,8,5,3,4,6,8,X
3,5,6,8,5,5,4,1,8,9,7,3,3,2,5,7,I
9,9,7,7,9,3,5,3,9,5,8,11,9,8,7,10,M
0,5,7,8,8,1,7,0,13,9,8,3,2,2,7,10,I
2,6,7,8,8,4,6,3,10,8,8,5,3,4,5,7,S
0,6,7,8,7,8,7,5,5,7,8,3,3,2,6,8,S
2,5,9,7,5,6,6,3,14,8,8,6,4,7,8,13,I
0,11,14,8,8,0,6,0,7,7,8,3,1,2,4,7,T
2,2,3,6,8,3,2,2,7,8,7,4,3,3,5,7,A
6,6,6,8,8,0,4,3,13,8,8,9,3,7,5,9,N
3,11,12,10,9,1,3,2,7,7,8,6,2,3,4,2,V
3,5,8,9,6,6,5,2,11,9,11,6,4,6,7,12,I
2,5,7,8,6,5,6,2,10,9,9,4,3,2,3,5,B
4,6,7,8,8,10,3,5,8,9,9,5,6,4,6,9,S
0,3,6,7,8,0,6,2,12,11,8,2,0,1,1,1,J
3,6,5,7,10,7,8,2,12,8,8,8,5,8,6,12,Z
4,10,12,12,7,1,2,1,8,4,8,5,3,6,6,8,V
2,5,9,8,6,10,7,10,8,7,11,5,5,5,8,11,B
1,2,4,7,6,1,7,5,2,4,6,3,2,2,3,2,L
5,5,6,9,6,4,5,2,10,11,7,6,6,4,6,9,F
3,4,6,8,8,3,4,8,9,8,8,5,6,5,8,11,O
2,1,2,8,8,4,5,1,9,10,11,5,2,6,6,12,S
1,4,3,6,12,0,4,9,13,12,8,2,1,2,6,8,J
3,7,8,8,9,4,5,8,6,8,6,6,5,4,6,8,U
3,6,8,7,6,6,5,3,10,8,9,4,3,2,4,5,B
7,9,10,11,7,2,2,3,9,4,6,5,4,5,4,6,W
2,6,6,7,7,4,5,4,8,8,6,5,3,3,5,7,J
5,3,7,9,5,1,5,3,10,9,7,7,3,5,4,6,N
3,10,8,8,10,3,8,2,11,5,6,8,4,5,6,8,X
4,4,6,8,7,3,5,8,6,7,7,7,6,5,8,11,N
9,6,7,9,8,6,1,5,7,8,11,7,8,5,6,8,O
2,11,11,10,9,1,3,3,4,9,8,4,2,3,4,6,V
3,9,8,9,10,8,3,4,9,6,9,4,3,4,5,9,C
2,6,6,8,9,4,5,5,6,6,8,4,2,3,4,6,G
2,6,7,8,5,3,6,6,7,7,7,3,2,2,1,3,D
2,9,8,10,12,4,7,5,12,4,6,7,5,7,7,10,C
5,5,5,8,6,15,2,3,6,6,3,7,9,5,8,11,S
2,10,13,10,3,2,5,6,12,4,4,6,3,4,8,10,F
6,8,6,6,8,0,0,10,7,7,8,2,1,2,1,0,M
3,1,4,7,8,2,1,3,7,8,8,6,2,4,6,9,A
2,11,12,12,8,1,6,4,7,7,7,4,3,3,4,6,T
2,9,8,9,9,5,8,4,11,6,6,6,4,4,6,8,E
4,4,6,7,7,4,7,3,11,10,9,8,6,6,7,9,D
0,6,7,8,8,1,8,0,14,7,8,5,3,4,8,11,I
12,4,7,4,7,4,3,3,8,8,6,10,14,6,8,11,M
4,10,11,10,7,6,2,3,9,5,8,6,4,4,7,9,V
2,7,10,9,5,2,5,4,13,7,7,5,3,4,6,8,F
0,6,7,8,7,7,7,4,5,8,8,2,1,1,1,0,S
4,2,6,9,7,4,8,1,10,10,10,8,5,5,6,8,X
2,8,10,9,6,4,6,3,12,6,5,6,3,7,7,12,T
0,6,7,8,8,3,8,1,7,7,8,1,0,1,3,1,I
5,9,9,8,9,2,4,5,5,8,7,5,5,3,4,6,W
3,8,7,10,7,6,7,8,8,6,10,6,5,4,8,10,T
0,4,6,7,8,0,6,2,12,10,7,3,1,2,3,1,J
0,6,8,8,12,6,7,5,7,5,10,1,0,1,0,0,E
6,6,8,7,8,5,5,5,7,7,9,6,5,4,5,7,H
2,11,12,10,9,1,3,2,7,7,8,4,1,2,3,1,V
2,5,7,8,8,5,9,2,11,8,9,5,3,3,5,7,E
5,9,10,12,5,3,3,7,9,7,9,5,2,6,4,9,V
2,6,7,8,8,3,4,6,7,7,8,2,0,1,0,0,O
2,6,7,8,4,3,7,6,7,7,7,3,2,2,2,3,D
2,6,7,8,8,6,8,5,7,7,9,3,3,3,4,2,E
3,6,7,8,8,4,4,5,7,7,8,6,2,5,8,5,X
3,6,7,9,8,6,6,2,7,7,8,6,6,4,8,10,X
3,6,8,8,8,3,6,6,7,7,7,4,2,3,2,3,H
2,1,4,7,8,1,0,3,7,8,8,5,2,3,4,6,A
3,7,8,8,6,3,8,9,8,6,8,3,2,3,4,6,D
3,6,7,8,8,4,4,4,7,7,8,3,1,2,4,3,X
1,11,10,11,9,1,6,1,5,8,8,3,1,2,2,3,Y
6,7,7,11,11,6,5,3,6,7,5,6,7,4,7,9,L
2,6,7,8,7,5,6,3,9,8,8,5,3,4,5,7,S
0,4,6,6,9,1,6,3,14,9,7,6,4,4,8,11,J
2,6,7,8,8,4,4,3,7,7,8,1,0,1,0,0,X
7,7,7,8,10,6,4,3,6,6,7,7,7,6,7,9,C
1,8,11,10,4,3,4,5,11,4,7,4,3,2,5,7,P
2,10,9,12,6,4,7,1,9,4,3,7,5,7,8,11,Y
2,7,7,8,10,4,6,5,9,6,9,5,3,4,4,5,G
6,8,8,7,8,4,3,6,6,8,7,7,8,5,7,9,W
2,5,5,8,9,3,5,5,13,9,7,8,4,8,8,15,S
14,7,6,6,11,2,5,5,7,7,9,9,9,6,8,10,M
5,7,6,9,9,7,4,6,7,7,8,6,5,4,6,8,G
3,5,6,7,9,3,6,1,10,7,9,7,5,5,5,7,K
2,7,6,8,7,9,7,10,6,6,9,5,4,4,8,10,B
5,2,8,5,6,5,6,4,9,9,7,6,4,6,5,9,R
4,6,9,11,11,8,6,4,6,5,9,8,8,6,8,9,C
4,6,7,8,10,7,3,5,6,7,8,6,5,4,4,6,G
0,6,7,8,8,6,11,3,9,7,8,2,1,2,2,1,Z
3,3,4,7,7,5,5,4,6,7,7,6,5,5,6,7,Q
1,9,12,11,5,2,6,3,11,5,5,3,1,2,2,3,T
6,7,4,8,8,2,5,5,4,5,7,7,3,8,7,12,U
6,8,11,11,7,2,2,3,9,5,6,5,3,4,3,4,W
3,9,8,10,8,1,6,6,7,7,8,3,1,2,2,3,U
3,5,6,8,8,3,4,8,7,7,8,8,5,6,7,9,O
5,5,9,9,6,1,4,2,9,7,7,6,4,4,6,8,N
3,9,5,9,8,8,5,7,7,9,4,7,6,5,7,9,Y
3,13,8,10,8,0,2,4,7,7,8,5,1,3,4,6,V
6,6,7,8,8,0,2,14,5,7,8,4,2,3,4,6,N
1,9,10,11,5,3,9,2,11,7,4,5,3,5,6,8,T
0,5,6,8,8,1,7,0,13,9,8,3,2,2,8,10,I
0,5,4,7,12,1,5,6,15,10,6,4,1,3,4,6,J
8,1,2,1,9,1,2,6,12,13,8,13,7,11,9,15,M
2,7,8,8,10,4,4,7,5,9,9,4,3,3,5,6,Q
3,2,3,5,9,3,2,2,9,11,8,5,3,3,7,9,A
3,7,8,8,6,4,9,10,8,6,8,5,3,4,6,4,D
4,11,12,10,9,3,3,2,6,7,7,7,4,5,8,10,V
0,6,7,8,8,0,4,4,7,7,8,0,0,0,1,1,I
0,6,7,8,8,1,7,0,13,7,8,3,2,2,5,7,I
0,11,12,8,8,2,5,5,12,1,6,4,1,3,5,7,F
2,7,8,9,9,5,1,5,5,8,10,3,2,2,3,2,Q
2,6,6,8,7,7,6,8,6,6,9,4,5,4,6,9,B
3,10,9,9,9,1,8,6,8,5,8,7,5,5,8,10,U
4,11,11,10,8,5,2,3,7,6,9,8,5,6,8,11,V
6,6,8,8,7,1,1,13,6,8,10,5,4,4,5,7,N
2,6,7,8,8,4,4,4,7,7,8,4,2,3,5,7,X
5,5,10,9,5,4,3,6,11,6,8,7,4,9,6,11,P
1,5,10,10,3,3,4,5,12,7,9,8,4,6,7,9,P
10,6,11,11,9,2,5,6,4,9,7,10,5,10,8,14,M
3,11,12,10,9,1,4,3,4,9,8,7,3,5,7,9,V
11,7,6,6,11,2,5,5,7,6,9,7,9,5,8,11,M
2,10,12,11,9,1,3,2,4,9,9,4,3,2,5,7,V
1,6,9,9,5,1,5,2,13,7,8,3,1,2,2,3,F
3,6,7,8,8,3,5,3,10,7,8,4,3,2,3,4,H
3,6,8,8,8,3,6,3,10,7,7,6,3,3,3,4,H
8,5,7,9,8,5,4,4,6,6,8,9,9,6,7,8,N
2,6,7,8,9,5,9,1,10,7,8,7,5,5,8,11,E
2,6,7,8,8,7,10,5,6,7,8,4,3,3,4,5,Z
1,6,6,7,10,6,7,8,6,7,11,4,2,3,6,4,G
4,4,8,8,11,2,2,8,7,4,11,6,2,5,7,10,K
3,6,7,8,10,3,4,8,7,7,8,5,4,4,6,8,O
0,6,7,8,14,8,10,6,7,3,7,4,3,4,8,11,E
5,6,10,6,8,7,5,6,6,7,7,8,7,6,6,8,G
3,9,10,8,9,6,6,8,5,8,10,7,4,6,9,6,Q
5,4,6,7,5,4,5,9,5,7,10,6,5,5,6,8,N
3,9,8,9,9,2,7,5,10,4,6,5,3,4,4,5,U
10,6,6,10,9,9,4,6,7,8,9,7,8,5,8,9,G
2,4,6,9,8,5,6,3,10,10,10,5,3,4,6,9,S
1,6,7,8,8,7,11,3,11,7,8,7,4,5,8,10,Z
5,6,6,11,11,8,4,4,7,5,10,7,8,5,9,10,C
0,2,3,7,9,0,5,5,13,14,8,4,2,3,6,9,J
9,3,6,8,6,2,5,2,9,11,9,9,6,6,7,10,M
9,5,8,7,8,4,3,5,6,6,8,6,6,4,4,5,M
0,3,1,8,4,0,4,6,0,2,8,1,0,1,0,0,L
2,6,7,8,4,3,6,6,7,7,6,2,1,2,2,3,D
0,6,10,8,7,7,11,3,8,7,7,4,3,4,6,9,Z
5,10,7,6,10,2,4,3,10,4,6,7,6,5,6,8,M
0,10,12,8,7,3,4,5,11,1,6,3,1,3,5,4,F
3,2,3,7,8,2,2,3,7,7,8,4,2,2,4,7,A
3,14,5,9,8,0,5,13,7,7,8,3,1,3,5,3,U
4,4,4,5,10,7,5,5,7,8,7,8,7,6,6,7,Q
0,6,14,10,3,4,1,8,11,4,8,4,2,3,4,6,P
6,7,7,8,10,4,7,6,7,6,9,8,9,6,8,11,H
2,6,7,8,6,5,5,5,7,7,9,3,2,2,2,1,B
7,8,10,11,7,2,3,3,9,4,6,7,5,7,6,9,W
3,8,7,8,10,6,9,7,8,6,8,5,4,4,5,7,E
8,6,6,9,8,7,5,5,7,8,6,6,7,4,6,7,B
4,7,6,8,12,6,4,6,8,5,7,5,5,4,8,10,G
3,9,9,9,11,6,3,4,7,7,8,5,5,5,9,7,Q
1,10,10,11,4,2,7,2,11,5,5,4,1,3,2,3,Y
6,7,7,10,9,10,3,5,7,7,12,7,8,5,9,10,E
1,10,11,10,5,2,6,3,11,4,5,5,3,3,7,9,F
1,7,8,9,13,4,8,7,8,6,10,3,1,2,2,1,C
5,4,2,3,11,4,2,4,11,11,10,5,4,5,7,13,A
3,5,6,7,9,9,8,4,9,7,10,6,3,6,6,11,Q
0,6,7,8,8,2,6,2,7,7,8,1,0,1,2,3,I
2,8,8,8,8,4,5,5,9,6,9,5,4,5,5,7,G
3,2,3,6,7,5,4,4,7,7,8,6,3,7,5,10,S
0,1,4,7,10,2,9,1,6,4,7,5,3,4,8,10,L
5,12,9,6,12,4,7,2,10,2,4,9,7,6,8,11,K
3,9,5,9,8,0,1,14,7,7,8,4,2,3,4,3,H
3,11,8,7,11,3,6,2,10,3,5,8,5,5,6,8,K
2,0,3,6,8,2,3,4,12,14,9,7,4,4,8,10,A
0,6,7,8,14,7,10,6,7,3,7,3,2,3,5,7,E
3,8,7,8,10,6,3,6,9,8,8,6,6,6,9,7,Q
3,7,7,8,10,2,7,1,10,6,8,5,3,3,4,5,K
3,5,9,8,7,5,4,9,6,6,11,5,6,5,8,10,R
9,8,8,9,8,0,2,5,7,5,8,8,4,6,8,11,W
2,7,7,9,10,4,5,5,9,6,9,3,2,2,3,4,G
0,2,4,7,9,0,4,5,13,13,8,2,1,2,5,7,J
2,2,2,6,9,2,2,2,9,10,8,4,2,2,3,4,A
0,6,7,8,11,6,7,5,7,5,10,1,0,1,0,0,E
0,6,7,8,15,4,9,6,7,6,10,2,0,1,1,1,C
3,6,8,9,10,7,6,3,7,4,8,6,5,5,6,7,C
3,6,7,8,10,5,7,4,7,6,9,3,2,2,3,1,K
3,5,7,8,8,4,8,9,7,7,8,5,2,4,7,9,O
2,7,7,8,9,4,6,6,6,7,8,5,3,3,3,2,G
3,5,5,9,8,8,6,4,10,9,10,6,4,6,6,11,Q
1,4,6,7,8,6,10,3,12,9,9,7,4,5,8,11,Z
1,5,7,7,9,1,6,2,14,8,7,5,3,4,8,10,J
4,6,6,8,8,10,3,4,8,8,10,6,6,4,5,7,S
1,4,6,6,8,1,5,2,12,10,6,3,2,2,4,5,J
6,6,6,9,11,4,5,4,7,5,8,7,8,6,7,9,C
3,5,8,5,7,5,6,4,6,7,8,4,3,3,3,2,R
1,6,6,6,11,1,6,4,15,7,7,5,2,4,6,8,J
2,11,11,10,7,1,4,3,9,4,8,6,3,6,8,11,V
1,9,11,10,4,2,7,3,11,5,5,4,1,3,2,3,T
8,7,8,7,9,9,6,5,6,8,5,8,9,6,7,10,T
5,8,7,8,8,3,2,6,7,7,9,5,5,4,5,7,W
3,7,7,8,9,5,8,3,11,7,8,5,4,4,6,9,E
6,4,7,4,8,9,4,2,8,7,11,7,7,5,7,8,K
6,6,9,9,6,2,4,6,6,7,7,6,5,5,7,10,N
9,6,9,6,6,6,5,4,6,8,4,8,8,6,5,6,M
5,7,5,9,8,3,1,4,7,8,7,5,5,3,5,7,V
2,4,5,8,5,4,6,1,8,12,8,5,4,3,5,7,I
3,6,7,8,8,6,9,3,6,8,8,5,3,3,4,2,X
1,6,7,8,8,5,9,2,12,8,8,4,2,2,2,3,Z
3,5,8,7,6,5,5,3,10,8,9,5,3,3,4,5,B
3,14,8,9,8,0,3,4,7,7,8,7,2,4,7,10,V
3,5,9,9,7,9,4,5,6,9,4,6,5,4,5,7,Z
2,6,10,9,4,6,5,2,12,5,4,7,3,8,6,12,F
5,5,5,7,11,7,3,6,9,8,5,6,7,6,9,7,Q
3,9,8,9,9,1,7,6,7,6,8,4,2,3,2,1,U
0,3,5,8,8,0,7,2,14,11,8,5,2,4,4,6,J
2,5,10,10,4,2,6,2,14,8,8,6,3,4,4,6,F
3,8,8,8,9,3,5,8,6,8,7,5,5,4,8,10,O
8,10,6,5,10,2,5,3,9,5,7,10,7,7,6,9,M
6,9,11,11,9,0,2,2,8,5,8,4,3,3,3,4,W
2,7,6,9,13,4,5,6,9,6,10,4,3,3,5,7,G
1,6,7,8,12,4,8,6,7,5,9,5,3,4,6,8,C
2,8,8,9,13,4,7,7,8,5,10,3,2,2,5,7,C
2,10,12,11,9,0,2,2,5,8,8,3,1,2,2,3,V
2,6,7,8,6,5,6,4,7,7,10,4,4,3,4,6,B
0,6,7,8,8,0,4,4,7,7,8,0,0,0,0,0,I
2,0,5,7,8,1,1,3,6,7,7,4,1,2,4,6,A
3,4,7,8,5,3,5,4,10,9,8,6,6,4,8,11,D
1,11,10,11,5,3,8,2,11,4,3,8,3,8,7,10,Y
7,9,11,11,8,0,2,2,6,7,8,6,3,4,3,2,W
3,7,6,9,7,1,3,4,5,8,7,4,3,3,4,5,U
2,4,8,6,7,3,5,3,9,8,10,4,2,2,3,4,R
2,9,10,9,5,3,5,4,10,5,6,3,2,2,3,4,F
3,11,9,9,10,1,9,7,9,4,7,9,5,6,8,10,U
6,7,7,11,11,7,6,3,6,7,5,8,10,6,8,11,L
3,5,6,8,10,7,5,5,11,8,11,6,5,8,8,15,E
3,6,7,8,11,5,8,4,7,5,9,4,3,3,4,2,K
6,9,11,11,7,2,2,2,10,2,6,6,6,6,8,10,W
2,7,12,9,3,2,6,6,13,6,5,8,4,6,7,9,F
3,14,4,9,8,0,6,14,7,7,8,5,2,5,6,9,U
4,3,4,8,7,6,4,4,4,5,5,8,7,6,8,9,Q
5,11,6,9,7,3,6,6,4,8,8,7,5,9,12,8,Y
2,5,7,8,7,4,5,3,10,8,10,3,2,2,2,3,B
0,3,5,8,11,2,8,0,8,6,8,4,3,3,6,9,L
5,6,8,8,7,1,4,3,10,7,7,7,4,5,6,8,N
1,6,7,8,11,5,8,8,6,7,11,5,2,4,7,4,G
3,6,8,6,9,7,5,2,8,5,8,5,4,3,5,6,X
2,4,6,8,6,3,6,4,11,9,8,4,2,2,2,4,D
4,5,7,8,6,6,5,2,10,10,9,6,4,6,6,11,F
3,6,7,8,8,3,2,6,7,7,8,2,0,2,1,0,X
